pop,the_geom,geoname,geonum,hispanic,white_nh,black_nh,ntvam_nh,asian_nh,hawpi_nh,other_nh,twoplus_nh,male,female,ageless5,age5_9,age10_14,age15_19,age20_24,age25_29,age30_34,age35_39,age40_44,age45_49,age50_54,age55_59,age60_64,age65_69,age70_74,age75_79,age80_84,age85pl,ageless18,age18_24,med_age,households,familyhh,nonfamhh,hhldralone,hhldr_naln,housing_un,occ_hu,vac_hu,owned,rented,pop25plus,nohsdipl,hsgrad_sc,bachl_hghr,med_hh_inc,med_fam_in,per_cap_in,med_yr_blt,med_c_rent,med_g_rent,med_hm_val,citz_birth,citz_nat,not_citz,born_in_co,brn_oth_st,ntv_b_o_us,foreign_b,pop_1p,same_house,same_cnty,same_state,diff_state,frm_abroad,wrkrs_16pl,car_all,car_alone,car_carpoo,public_trn,pt_bus,pt_other,bike,walk,tr_other,wrk_home,w_16pl_nh,t_less_10,t_10_19,t_20_29,t_30_39,t_40_59,t_60_pl,pop_3pl,enrolled,preschool,kndrgrtn,gr_1_4,gr_5_8,gr_9_12,undergrad,grad_prof,n_enrolled,blt_2010_p,b2000_2009,b1990_1999,b1980_1989,b1970_1979,b1960_1969,b1950_1959,b1940_1949,b1939_e,own_occ_hu,v_l_50k,v50k_100k,v100k_150k,v150k_200k,v200k_250k,v250k_300k,v300k_400k,v400k_500k,v500k_750k,v750k_1m,v_1m_plus,rnt_occ_hu,rntl400,r400t599,r600t799,r800t999,r1000t1249,r1250t1499,r1500t1999,r2000pl,rnocshr,ps_uni,ps_below,ps_bel150,tot_l18,puni_65pl,pov_l18,pov_65pl,avghhsize,hhi_l20k,hhi20_30,hhi30_40,hhi40_50,hhi50_60,hhi60_75,hhi75_100,hhi100_125,hhi125_150,hhi150_200,hhi200_pl,civ_ni_pop,disabled,pop16_pls,laborforce,civ_lf,emp,unemp,armedfrcs,not_lf,civ_ni_p
479977,"MULTIPOLYGON (((-105.053289 39.856764, -105.053228 39.857110999999996, -105.053045 39.858167, -105.053263 39.859947999999996, -105.052858 39.860727, -105.053191 39.86362, -105.05323 39.869395, -105.053091 39.885356, -105.053036 39.892187, -105.053005 39.899806, -105.05296799999999 39.907049, -105.052892 39.914224, -105.034347 39.914181, -105.034383 39.917107, -105.034392 39.921155, -105.034395 39.921305, -105.025003 39.92125, -105.023545 39.919225, -105.021552 39.919207, -105.021591 39.921367, -105.015469 39.921402, -105.015539 39.925253, -105.015491 39.928543999999995, -105.015524 39.933420999999996, -105.015586 39.937276, -105.015657 39.943093, -105.015657 39.943131, -104.9971 39.943239, -104.997152 39.946771, -105.006265 39.946805, -105.006298 39.950438999999996, -105.012225 39.950446, -105.015039 39.951457, -105.017117 39.952814, -105.015816 39.954864, -105.01568 39.956665, -105.015653 39.957724, -105.015691 39.970437, -105.013423 39.970448, -105.013409 39.972265, -105.015722 39.972276, -105.015845 39.981193, -104.997423 39.981213, -104.997398 39.97842, -104.999476 39.978415999999996, -104.998404 39.977585999999995, -104.998389 39.975805, -104.997379 39.975784999999995, -104.997118 39.968528, -104.988159 39.968466, -104.988108 39.972175, -104.997065 39.972149, -104.99708 39.973954, -104.99438 39.973953, -104.994411 39.975803, -104.98811 39.975747, -104.987784 39.975746, -104.987762 39.981533999999996, -104.987598 39.986619, -104.987594 39.987062, -104.987052 39.988529, -104.984723 39.992914, -104.981208 39.999499, -104.980944 40.000325, -104.970849 40.000326, -104.961408 40.000336999999995, -104.959306 40.00033, -104.942531 40.000335, -104.941144 40.000335, -104.923315 40.000327999999996, -104.922153 40.00033, -104.885967 40.000356, -104.867116 40.00037, -104.827414 40.000403, -104.826659 40.000403, -104.821965 40.000412, -104.816959 40.000420999999996, -104.816048 40.000417999999996, -104.79705 40.000454, -104.771199 40.000451, -104.75762 40.000468, -104.753728 40.000471, -104.73073 40.000506, -104.725321 40.000509, -104.71621 40.000510999999996, -104.714754 40.000510999999996, -104.713619 40.000507999999996, -104.706544 40.000506, -104.629424 40.000541999999996, -104.604649 40.000586999999996, -104.604064 40.00056, -104.489757 40.000613, -104.41463 40.000741999999995, -104.37683 40.000738999999996, -104.207951 40.000831999999996, -104.150332 40.000856, -104.066944 40.001044, -104.037848 40.001053999999996, -104.000505 40.001059, -103.980936 40.001143, -103.8661 40.001233, -103.864036 40.001475, -103.861985 40.001241, -103.791626 40.001308, -103.73346 40.001331, -103.729358 40.001218, -103.705701 40.001366, -103.705826 39.999984, -103.706546 39.769045, -103.706547 39.739894, -103.972303 39.740401, -103.974341 39.739984, -103.977636 39.740266999999996, -104.060078 39.73997, -104.096249 39.739846, -104.190677 39.73918, -104.209525 39.739018, -104.22712 39.738982, -104.227935 39.73898, -104.24705 39.738907999999995, -104.28382500000001 39.738745, -104.297964 39.738679999999995, -104.302586 39.738492, -104.30357 39.738515, -104.340209 39.738247, -104.377229 39.738121, -104.37736 39.738119999999995, -104.380113 39.738108, -104.394586 39.73804, -104.414183 39.73807, -104.414664 39.738073, -104.415289 39.738074, -104.420816 39.738085999999996, -104.43242 39.738116, -104.442784 39.738132, -104.470927 39.738198, -104.526958 39.738669, -104.582488 39.739636, -104.602222 39.739878, -104.603078 39.739886999999996, -104.613603 39.739982, -104.616197 39.740004, -104.626398 39.740043, -104.632424 39.739501, -104.633384 39.739547, -104.634448 39.739594, -104.635347 39.739630999999996, -104.640723 39.739886, -104.64293 39.739782, -104.652803 39.739778, -104.659953 39.740477, -104.678305 39.739995, -104.715945 39.740271, -104.725637 39.740266999999996, -104.731955 39.740822, -104.734834 39.740321, -104.734969 39.740302, -104.735396 39.740265, -104.745854 39.74024, -104.763038 39.740251, -104.77247 39.740251, -104.780629 39.74026, -104.78742199999999 39.740266, -104.791128 39.740269, -104.791219 39.740269, -104.800625 39.740280999999996, -104.810022 39.740141, -104.810127 39.740141, -104.819416 39.740266, -104.82032 39.740297, -104.82545999999999 39.74029, -104.837603 39.740302, -104.843254 39.740307, -104.847013 39.740206, -104.847091 39.740207, -104.851719 39.740206, -104.856413 39.740214, -104.858778 39.740207, -104.865803 39.7402, -104.875227 39.740212, -104.884646 39.740156, -104.884652 39.743807, -104.884664 39.747467, -104.880138 39.747428, -104.879901 39.754607, -104.877889 39.754728, -104.875192 39.754737999999996, -104.86594 39.75474, -104.85404 39.754709999999996, -104.84694 39.754687, -104.84823 39.756485, -104.85122 39.756982, -104.856431 39.758387, -104.856631 39.760286, -104.856523 39.768391, -104.837588 39.766873, -104.832961 39.766194999999996, -104.833009 39.769177, -104.828323 39.769155999999995, -104.828029 39.771494, -104.828131 39.772371, -104.828229 39.773174, -104.809879 39.773187, -104.781727 39.773387, -104.781818 39.776485, -104.77215699999999 39.776409, -104.772166 39.771466, -104.76456 39.771598, -104.764576 39.769391, -104.760799 39.769487, -104.753351 39.769487, -104.735816 39.769411999999996, -104.734601 39.769180999999996, -104.734601 39.769211, -104.734601 39.769268, -104.734581 39.774837999999995, -104.734534 39.781729999999996, -104.734519 39.782948999999995, -104.734399 39.798442, -104.762606 39.798432999999996, -104.762834 39.799878, -104.762658 39.805574, -104.762901 39.813038, -104.76247 39.82298, -104.753084 39.823048, -104.716084 39.823207, -104.666277 39.822849999999995, -104.666196 39.814005, -104.659123 39.814032999999995, -104.655455 39.814048, -104.655511 39.822469999999996, -104.640346 39.822553, -104.625566 39.822489999999995, -104.619938 39.822421, -104.619906 39.826633, -104.619841 39.873767, -104.605791 39.873827, -104.605853 39.882245, -104.600302 39.882289, -104.600435 39.899459, -104.607003 39.899412999999996, -104.633969 39.899288999999996, -104.633858 39.906067, -104.64037 39.906241, -104.680213 39.906599, -104.680261 39.914246999999996, -104.692934 39.914183, -104.692606 39.906614, -104.705375 39.906417999999995, -104.705568 39.898489999999995, -104.724103 39.898576999999996, -104.73155 39.898610999999995, -104.732138 39.845085999999995, -104.750513 39.845434, -104.753063 39.845338999999996, -104.762279 39.845389999999995, -104.762317 39.841788, -104.772186 39.841761, -104.786472 39.841792999999996, -104.790859 39.841802, -104.790895 39.798251, -104.80969 39.798317, -104.820038 39.79826, -104.827186 39.798216, -104.829131 39.798058999999995, -104.835498 39.798107, -104.847181 39.798235999999996, -104.866041 39.798386, -104.866075 39.812985999999995, -104.884585 39.812975, -104.884627 39.798321, -104.896191 39.798344, -104.896905 39.798364, -104.896933 39.801159, -104.900394 39.801134999999995, -104.900452 39.798376999999995, -104.901405 39.798383, -104.903561 39.798390999999995, -104.903441 39.784036, -104.91157 39.783812, -104.912887 39.783818, -104.922274 39.783775999999996, -104.927002 39.783778, -104.927034 39.791053999999995, -104.939882 39.790994, -104.940484 39.791919, -104.940476 39.794601, -104.949658 39.794686999999996, -104.955356 39.794686, -104.960268 39.790966, -104.968861 39.790974, -104.967504 39.793321999999996, -104.966889 39.793321, -104.966636 39.793836999999996, -104.968765 39.793839999999996, -104.968716 39.798396, -104.973143 39.798292, -104.973243 39.796302, -104.972213 39.795564, -104.974847 39.795609999999996, -104.974838 39.794225999999995, -104.973245 39.794131, -104.973235 39.79247, -104.976057 39.792300999999995, -104.97595 39.791038, -104.988835 39.791086, -104.990809 39.792139, -104.993436 39.791185999999996, -104.996736 39.791086, -104.997789 39.791097, -104.998437 39.791185999999996, -105.006416 39.791049, -105.015832 39.791072, -105.020787 39.791089, -105.021339 39.793983999999995, -105.025149 39.794003, -105.025109 39.790937, -105.030038 39.791086, -105.029982 39.79188, -105.034642 39.791869999999996, -105.034618 39.791142, -105.053246 39.791063, -105.053164 39.799109, -105.053141 39.799427, -105.053102 39.799788, -105.052949 39.800436999999995, -105.052905 39.800734, -105.052839 39.802535, -105.053256 39.806497, -105.05325 39.81277, -105.05327 39.820028, -105.053281 39.821858999999996, -105.05327199999999 39.823581999999995, -105.053262 39.827273, -105.053266 39.834527, -105.053257 39.840081999999995, -105.053236 39.841806999999996, -105.05321 39.845763, -105.053188 39.849649, -105.05290000000001 39.852042, -105.052847 39.853229, -105.053339 39.855978, -105.053289 39.856764)))",Adams,108001,186852,247948,14393,2327,17632,657,1122,9046,241414,238563,37094,38043,37862,31418,32051,37617,39292,36377,33598,31001,30387,27037,22475,17191,10889,7764,5086,4795,133321,43147,33.3,158748,112674,46074,34925,11149,166058,158748,7310,102279,56469,303509,54142,181479,67888,61444,68496,26051,1985,966,1098,216700,406693,22343,50941,249825,152249,4619,73284,473044,398992,34827,26633,10196,2396,235043,209708,182639,27069,8827,8715,112,646,3062,1990,10810,224233,16618,51958,51338,50347,34975,18997,457942,129057,7625,8049,29081,30456,28273,21302,4271,328885,4733,39120,27797,20746,29377,18354,19601,3142,3188,102279,8198,4040,10460,22017,19230,14010,14551,4879,3627,700,567,56469,1794,2268,7951,10585,12757,8690,9049,2100,1275,475099,61265,110104,131457,44770,23301,3633,3,18369,14267,15290,15538,13921,18891,24077,15347,9004,8134,5910,476508,49909,359726,254614,254215,238687,15528,399,105112,476508
16353,"MULTIPOLYGON (((-106.039354 37.429814, -106.03928 37.536215, -106.039244 37.537481, -106.039303 37.570163, -106.039299 37.576986, -106.03873 37.697509, -106.038633 37.712022999999995, -106.038551 37.726182, -106.03849 37.733768, -106.03846 37.740404999999996, -106.038413 37.748353, -106.030958 37.748367, -106.010998 37.748507, -105.882491 37.749492, -105.873127 37.749595, -105.85470000000001 37.749821, -105.809327 37.750451, -105.709504 37.751419999999996, -105.625569 37.751888, -105.617269 37.752306, -105.497979 37.751003, -105.457255 37.751464, -105.457342 37.747023999999996, -105.456689 37.745995, -105.454261 37.744462999999996, -105.452727 37.741276, -105.452764 37.740404999999996, -105.455048 37.736587, -105.455104 37.733601, -105.453585 37.731984, -105.453616 37.729813, -105.454366 37.726065, -105.454245 37.723951, -105.45711299999999 37.719269, -105.46165 37.717419, -105.46326 37.715998, -105.463926 37.713801, -105.467975 37.711259999999996, -105.471116 37.711248, -105.472128 37.709468, -105.474493 37.707601, -105.477302 37.707685999999995, -105.477732 37.706889, -105.477921 37.704163, -105.479062 37.700154999999995, -105.480476 37.698076, -105.480166 37.696638, -105.481374 37.693754999999996, -105.480869 37.691856, -105.480899 37.68718, -105.478757 37.686139, -105.477707 37.684611, -105.477389 37.681202, -105.476651 37.679164, -105.476899 37.67585, -105.478519 37.673345, -105.478568 37.668476, -105.477242 37.666199, -105.48112 37.661702999999996, -105.48145099999999 37.658525, -105.486976 37.653483, -105.486858 37.649662, -105.487816 37.644521999999995, -105.490207 37.640386, -105.490351 37.638667999999996, -105.492388 37.634783, -105.491837 37.633817, -105.492536 37.629605999999995, -105.492198 37.626374, -105.491513 37.625003, -105.49260699999999 37.623067, -105.496386 37.619185, -105.498602 37.614137, -105.497924 37.613068, -105.495472 37.612223, -105.495874 37.611764, -105.494831 37.608498999999995, -105.493041 37.605287, -105.493493 37.604448999999995, -105.493273 37.600919, -105.501286 37.598603, -105.501755 37.597570999999995, -105.500913 37.596097, -105.495635 37.592447, -105.494591 37.592352, -105.494135 37.589076999999996, -105.494683 37.585542, -105.493284 37.584223, -105.485872 37.579105, -105.485516 37.577898999999995, -105.488341 37.576913999999995, -105.490668 37.575462, -105.492783 37.572949, -105.494227 37.572173, -105.49606 37.57006, -105.497305 37.56686, -105.49631 37.563852, -105.572879 37.499897, -105.57549 37.497918999999996, -105.597019 37.480174999999996, -105.603362 37.474125, -105.62203 37.459212, -105.623723 37.457585, -105.743339 37.356798, -105.750574 37.356977, -105.760691 37.356757, -105.837205 37.356363, -105.838376 37.356263, -105.847692 37.356452999999995, -105.851443 37.356273, -105.874664 37.356314, -105.886684 37.356339999999996, -105.927324 37.356364, -105.929777 37.356228, -105.938265 37.356527, -105.947313 37.356615999999995, -105.949809 37.35648, -105.984566 37.356269, -105.985603 37.356302, -106.038912 37.356953, -106.039331 37.400852, -106.039354 37.429814)))",Alamosa,108003,7470,8031,274,204,161,28,11,174,7971,8382,1128,1075,1216,1451,2151,1098,914,854,788,810,948,944,892,788,451,456,247,142,4011,3010,30.2,5946,3652,2294,1814,480,6728,5946,782,3384,2562,9332,1509,5415,2408,32385,46188,18133,1976,529,634,141600,15050,202,1101,9463,5457,130,1303,16136,12859,1039,1547,647,44,6238,5567,4696,871,1,1,0,127,352,26,165,6073,2488,2173,708,423,188,93,15786,5585,311,202,1017,834,809,2310,102,10201,129,715,970,864,1525,798,458,287,982,3384,486,438,920,864,328,169,99,34,42,0,4,2562,623,500,730,325,93,128,48,0,115,15262,4786,6485,3953,2046,1579,276,2.57,1870,874,549,670,409,514,573,207,62,145,73,15910,3037,12685,6956,6956,6351,605,0,5729,15910
617668,"MULTIPOLYGON (((-104.902671 39.685711999999995, -104.898786 39.685704, -104.898783 39.683402, -104.899347 39.683737, -104.902671 39.685711999999995)), ((-104.903917 39.626829, -104.903285 39.625954, -104.902796 39.624303999999995, -104.902904 39.624181, -104.904032 39.624116, -104.903917 39.626829)), ((-104.911032 39.682072999999995, -104.908205 39.682069999999996, -104.908201 39.680307, -104.908203 39.679883, -104.91104 39.679887, -104.911032 39.682072999999995)), ((-104.93024199999999 39.674831999999995, -104.925725 39.675281, -104.925781 39.676583, -104.922253 39.675616, -104.921047 39.674836, -104.920487 39.674141, -104.919234 39.673888999999996, -104.917559 39.672982999999995, -104.91754399999999 39.66758, -104.916378 39.667584999999995, -104.915939 39.663471, -104.91297 39.663132999999995, -104.912985 39.656541, -104.916572 39.656119, -104.915513 39.657519, -104.916757 39.659009999999995, -104.918875 39.660337999999996, -104.921016 39.660337999999996, -104.92161899999999 39.662486, -104.922221 39.666947, -104.92084 39.667584999999995, -104.920675 39.668244, -104.92266 39.667578, -104.926429 39.669394, -104.93024199999999 39.674831999999995)), ((-104.934218 39.673387999999996, -104.931641 39.673373999999995, -104.93033199999999 39.672981, -104.927935 39.67033, -104.927037 39.66899, -104.929542 39.669381, -104.930436 39.667471, -104.931622 39.667473, -104.931695 39.670564, -104.932905 39.670798999999995, -104.934218 39.673387999999996)), ((-104.940691 39.703813, -104.940738 39.706344, -104.940687 39.711220999999995, -104.931648 39.711098, -104.93157 39.709095999999995, -104.926983 39.708110999999995, -104.929542 39.708456, -104.92959 39.706413999999995, -104.926963 39.706699, -104.926924 39.7036, -104.928974 39.703843, -104.930257 39.703838, -104.931423 39.703789, -104.932868 39.702182, -104.93384 39.70416, -104.933996 39.70138, -104.931654 39.700221, -104.928578 39.700221, -104.928564 39.698429, -104.927864 39.696653999999995, -104.929868 39.696594, -104.931735 39.696601, -104.934027 39.696600000000004, -104.936233 39.696599, -104.936213 39.694782, -104.939539 39.694688, -104.940485 39.695664, -104.940633 39.694755, -104.940612 39.69657, -104.938635 39.696605, -104.93871 39.698181999999996, -104.940271 39.698198999999995, -104.940278 39.697949, -104.940738 39.697956, -104.940691 39.703813), (-104.934076 39.698436, -104.931651 39.698398, -104.931714 39.700207999999996, -104.932878 39.700215, -104.934135 39.700181, -104.934076 39.698436)), ((-105.054199 39.571314, -105.054164 39.572677, -105.054104 39.573774, -105.053968 39.574768, -105.05404 39.575768, -105.05395 39.580739, -105.053889 39.587404, -105.053703 39.59522, -105.053816 39.600820999999996, -105.05382 39.600836, -105.053836 39.600885, -105.053807 39.601386999999995, -105.053625 39.609665, -105.053609 39.613682, -105.053653 39.6159, -105.053439 39.621423, -105.053439 39.624387, -105.053341 39.626301, -105.053367 39.627064999999995, -105.053287 39.627265, -105.05333 39.627989, -105.053457 39.629526, -105.053411 39.631586, -105.04570000000001 39.631586999999996, -105.044339 39.631586999999996, -105.044048 39.628015999999995, -105.042314 39.628194, -105.041839 39.627887, -105.038005 39.626836, -105.036802 39.628129, -105.034822 39.627809, -105.034821 39.628098, -105.029127 39.627838, -105.027608 39.62824, -105.025369 39.628598, -105.02536 39.631445, -105.029563 39.632355, -105.030057 39.633492, -105.034752 39.63359, -105.034739 39.635089, -105.034707 39.638593, -105.029998 39.638574999999996, -105.029979 39.642244999999996, -105.031238 39.643986999999996, -105.034659 39.643991, -105.034646 39.646921, -105.034171 39.65329, -105.034017 39.653465, -105.032162 39.653276, -105.032157 39.653774999999996, -105.032089 39.655905, -105.032038 39.657087, -105.025269 39.656817, -105.023003 39.65683, -105.022932 39.660495999999995, -105.0158 39.660508, -105.015773 39.663729, -105.015722 39.666947, -105.015699 39.671794999999996, -105.015696 39.678684, -105.008664 39.678627, -105.008637 39.67678, -105.006576 39.676778, -105.006471 39.666913, -105.007717 39.66422, -105.010665 39.660506999999996, -105.004882 39.660455, -105.004862 39.664463, -105.004374 39.666306, -104.999906 39.667884, -104.991132 39.667674, -104.987572 39.667682, -104.982835 39.667696, -104.978292 39.667698, -104.974586 39.667687, -104.973486 39.667684, -104.973489 39.665866, -104.968805 39.665839, -104.968785 39.660416999999995, -104.967619 39.660409, -104.963224 39.66037, -104.963149 39.66156, -104.959443 39.661525999999995, -104.959449 39.660343999999995, -104.959485 39.656690999999995, -104.953788 39.656683, -104.953541 39.655957, -104.954952 39.655797, -104.955903 39.652998, -104.940683 39.653013, -104.931703 39.653044, -104.931873 39.645826, -104.92246 39.645849, -104.914264 39.639427999999995, -104.913257 39.638691, -104.913407 39.624083, -104.905551 39.624001, -104.90402399999999 39.623827, -104.901658 39.623722, -104.894529 39.62403, -104.889668 39.624051, -104.887799 39.624007, -104.885265 39.624083, -104.885231 39.631344999999996, -104.88511199999999 39.639261999999995, -104.880329 39.641490999999995, -104.880368 39.642193, -104.880313 39.645889, -104.880313 39.645902, -104.88014 39.653057, -104.877497 39.653051999999995, -104.876306 39.652294999999995, -104.876224 39.644301, -104.875552 39.644617, -104.857203 39.653245999999996, -104.856038 39.654178, -104.852944 39.655705999999995, -104.847119 39.65678, -104.84773 39.657101, -104.848336 39.657891, -104.848332 39.659161, -104.853716 39.660072, -104.855437 39.660804, -104.856441 39.66034, -104.858978 39.66034, -104.861022 39.660281, -104.866334 39.660309, -104.866174 39.667515, -104.866051 39.670846999999995, -104.868216 39.672621, -104.870882 39.674763999999996, -104.875527 39.674763999999996, -104.87531 39.672784, -104.878233 39.672787, -104.875832 39.669787, -104.876233 39.663987, -104.879277 39.663891, -104.884133 39.667487, -104.890133 39.667587, -104.892269 39.668189, -104.88803300000001 39.665787, -104.890188 39.664393, -104.890764 39.664956, -104.890824 39.664902999999995, -104.893941 39.667589, -104.898817 39.667626, -104.900251 39.66757, -104.903509 39.667623999999996, -104.903522 39.671225, -104.90352 39.674456, -104.903579 39.676674999999996, -104.905631 39.678314, -104.90625299999999 39.678442, -104.908094 39.679725999999995, -104.908096 39.680306, -104.903888 39.680332, -104.903915 39.683876999999995, -104.904996 39.685905999999996, -104.903443 39.684857, -104.90344 39.678598, -104.898317 39.678473, -104.897446 39.678505, -104.894528 39.678455, -104.894046 39.682061, -104.889308 39.682055999999996, -104.889314 39.682727, -104.889328 39.685683999999995, -104.894058 39.685694, -104.894061 39.686428, -104.894092 39.692873999999996, -104.894201 39.692994, -104.898761 39.692992, -104.89881 39.689341, -104.903512 39.689354, -104.90351 39.692581, -104.900115 39.692985, -104.903507 39.696622, -104.903544 39.698535, -104.899285 39.696976, -104.898806 39.695091, -104.897402 39.69627, -104.894225 39.696597, -104.893402 39.695695, -104.893324 39.696594999999995, -104.891715 39.69659, -104.885773 39.696523, -104.884057 39.696479, -104.882315 39.696483, -104.877611 39.696506, -104.877698 39.697987999999995, -104.875316 39.697995999999996, -104.875309 39.696504999999995, -104.874196 39.696472, -104.865962 39.696559, -104.865964 39.699086, -104.870662 39.698474999999995, -104.870648 39.700534999999995, -104.868932 39.702987, -104.865967 39.704318, -104.865971 39.711053, -104.870653 39.710169, -104.870831 39.718176, -104.87432 39.718201, -104.874947 39.71845, -104.87534 39.719711, -104.87534 39.720134, -104.87533 39.725576, -104.879735 39.725623, -104.881934 39.724959999999996, -104.886528 39.729161999999995, -104.884725 39.730587, -104.884708 39.732845999999995, -104.88468 39.735625, -104.884659 39.737274, -104.884646 39.740156, -104.875227 39.740212, -104.865803 39.7402, -104.858778 39.740207, -104.856413 39.740214, -104.851719 39.740206, -104.847091 39.740207, -104.847013 39.740206, -104.843254 39.740307, -104.837603 39.740302, -104.82545999999999 39.74029, -104.82032 39.740297, -104.819416 39.740266, -104.810127 39.740141, -104.810022 39.740141, -104.800625 39.740280999999996, -104.791219 39.740269, -104.791128 39.740269, -104.78742199999999 39.740266, -104.780629 39.74026, -104.77247 39.740251, -104.763038 39.740251, -104.745854 39.74024, -104.735396 39.740265, -104.734969 39.740302, -104.734834 39.740321, -104.731955 39.740822, -104.725637 39.740266999999996, -104.715945 39.740271, -104.678305 39.739995, -104.659953 39.740477, -104.652803 39.739778, -104.64293 39.739782, -104.640723 39.739886, -104.635347 39.739630999999996, -104.634448 39.739594, -104.633384 39.739547, -104.632424 39.739501, -104.626398 39.740043, -104.616197 39.740004, -104.613603 39.739982, -104.603078 39.739886999999996, -104.602222 39.739878, -104.582488 39.739636, -104.526958 39.738669, -104.470927 39.738198, -104.442784 39.738132, -104.43242 39.738116, -104.420816 39.738085999999996, -104.415289 39.738074, -104.414664 39.738073, -104.414183 39.73807, -104.394586 39.73804, -104.380113 39.738108, -104.37736 39.738119999999995, -104.377229 39.738121, -104.340209 39.738247, -104.30357 39.738515, -104.302586 39.738492, -104.297964 39.738679999999995, -104.28382500000001 39.738745, -104.24705 39.738907999999995, -104.227935 39.73898, -104.22712 39.738982, -104.209525 39.739018, -104.190677 39.73918, -104.096249 39.739846, -104.060078 39.73997, -103.977636 39.740266999999996, -103.974341 39.739984, -103.972303 39.740401, -103.706547 39.739894, -103.707072 39.566295, -103.714355 39.566331, -103.978639 39.566359999999996, -103.981891 39.566266999999996, -103.985114 39.566311999999996, -103.986976 39.566151, -104.014407 39.565999, -104.174259 39.565278, -104.193813 39.565232, -104.285044 39.564718, -104.296062 39.564657, -104.328272 39.564395, -104.361934 39.564305999999995, -104.37598 39.563949, -104.381131 39.564097, -104.398707 39.56395, -104.421404 39.563694, -104.427452 39.563601, -104.442895 39.563759999999995, -104.456156 39.563949, -104.457367 39.563976, -104.474295 39.564102, -104.531676 39.564678, -104.569154 39.565283, -104.60084 39.565846, -104.642125 39.565889999999996, -104.660626 39.565909, -104.679306 39.565991, -104.679505 39.565995, -104.686759 39.565988, -104.70702299999999 39.565988, -104.707781 39.565988, -104.708327 39.565988, -104.717781 39.565984, -104.73584 39.565888, -104.736628 39.565888, -104.745929 39.566022, -104.746089 39.566026, -104.765886 39.566089999999996, -104.784965 39.566088, -104.785308 39.566088, -104.785432 39.566088, -104.791368 39.566086999999996, -104.800612 39.565892999999996, -104.801095 39.565885, -104.801371 39.565887, -104.806902 39.565999, -104.810231 39.566088, -104.813131 39.565988, -104.815686 39.565988, -104.832934 39.565988, -104.836547 39.565988, -104.857406 39.566029, -104.866612 39.565993, -104.8695 39.565982999999996, -104.872366 39.565996999999996, -104.885646 39.565979999999996, -104.885968 39.565977, -104.888861 39.565991, -104.897069 39.566005, -104.898385 39.565973, -104.904175 39.565982, -104.904415 39.565982, -104.911872 39.566024, -104.913831 39.566029, -104.922963 39.566053, -104.929106 39.566038, -104.941705 39.566024999999996, -104.941883 39.566026, -104.945072 39.566035, -104.946466 39.566082, -104.951818 39.566078, -104.955644 39.566111, -104.960469 39.566129, -104.971802 39.566064, -104.972816 39.566068, -104.977112 39.566083, -104.979224 39.566091, -104.982365 39.566102, -104.988529 39.566123999999995, -104.994689 39.566106, -105.002068 39.566233, -105.015621 39.566096, -105.021377 39.566147, -105.030292 39.566187, -105.03232 39.566184, -105.033315 39.566187, -105.039633 39.566189, -105.040285 39.56619, -105.04085 39.566145, -105.04874 39.566088, -105.05414 39.566088, -105.054145 39.567085, -105.054169 39.56771, -105.05424 39.569787999999996, -105.054199 39.571314)))",Arapahoe,108005,115309,382460,62039,1894,33918,1286,1674,19088,303932,313736,40413,42564,43335,38836,39293,45715,46677,42320,45362,41564,42868,40748,34994,26936,17203,12217,8094,8529,151442,52999,36.3,231844,153555,78289,62377,15912,242869,231844,11025,144154,87690,413227,31745,213176,168306,66288,80002,35250,1983,1000,1142,266600,526624,39128,51916,249982,266230,10412,91044,609964,490790,54370,39446,20875,4483,316545,272843,245533,27310,14559,9912,4647,1064,5057,2987,20035,296510,23685,71280,75833,64732,40137,20843,593436,161895,10561,8376,33693,34836,34607,30180,9642,431541,5191,40378,34896,57139,60357,20707,16609,3544,4048,144154,4257,4971,11364,21068,23560,20615,25946,13490,11057,3510,4316,87690,2274,2663,9718,17020,19736,14946,14796,4663,1874,611958,65383,110595,149161,71044,21970,4580,2.64,25836,18916,20542,19800,19192,25557,31290,23923,14540,15642,16606,612295,55751,482697,342792,341161,320538,20623,1631,139905,612295
