the_geom,geoname,geonum,pop,hispanic,white_nh,black_nh,ntvam_nh,asian_nh,hawpi_nh,other_nh,twoplus_nh,male,female,ageless5,age5_9,age10_14,age15_19,age20_24,age25_29,age30_34,age35_39,age40_44,age45_49,age50_54,age55_59,age60_64,age65_69,age70_74,age75_79,age80_84,age85pl,ageless18,age18_24,med_age,households,familyhh,nonfamhh,hhldralone,hhldr_naln,housing_un,occ_hu,vac_hu,owned,rented,pop25plus,nohsdipl,hsgrad_sc,bachl_hghr,med_hh_inc,med_fam_in,per_cap_in,med_yr_blt,med_c_rent,med_g_rent,med_hm_val,citz_birth,citz_nat,not_citz,born_in_co,brn_oth_st,ntv_b_o_us,foreign_b,pop_1p,same_house,same_cnty,same_state,diff_state,frm_abroad,wrkrs_16pl,car_all,car_alone,car_carpoo,public_trn,pt_bus,pt_other,bike,walk,tr_other,wrk_home,w_16pl_nh,t_less_10,t_10_19,t_20_29,t_30_39,t_40_59,t_60_pl,pop_3pl,enrolled,preschool,kndrgrtn,gr_1_4,gr_5_8,gr_9_12,undergrad,grad_prof,n_enrolled,blt_2010_p,b2000_2009,b1990_1999,b1980_1989,b1970_1979,b1960_1969,b1950_1959,b1940_1949,b1939_e,own_occ_hu,v_l_50k,v50k_100k,v100k_150k,v150k_200k,v200k_250k,v250k_300k,v300k_400k,v400k_500k,v500k_750k,v750k_1m,v_1m_plus,rnt_occ_hu,rntl400,r400t599,r600t799,r800t999,r1000t1249,r1250t1499,r1500t1999,r2000pl,rnocshr,ps_uni,ps_below,ps_bel150,tot_l18,puni_65pl,pov_l18,pov_65pl,avghhsize,hhi_l20k,hhi20_30,hhi30_40,hhi40_50,hhi50_60,hhi60_75,hhi75_100,hhi100_125,hhi125_150,hhi150_200,hhi200_pl,civ_ni_pop,disabled,pop16_pls,laborforce,civ_lf,emp,unemp,armedfrcs,not_lf,civ_ni_
"{'type': 'MultiPolygon', 'coordinates': [[[[-102.665098, 40.64535], [-102.664689, 40.705189], [-102.65088, 40.70534], [-102.65131000000001, 40.749401999999996], [-102.535715, 40.749528999999995], [-102.419609, 40.749153], [-102.410018, 40.749241999999995], [-102.40058500000002, 40.749324], [-102.391439, 40.749345999999996], [-102.382262, 40.749354], [-102.363655, 40.749316], [-102.363147, 40.749314999999996], [-102.325565, 40.749204], [-102.316268, 40.749165999999995], [-102.315809, 40.749164], [-102.306371, 40.749126], [-102.05129201074301, 40.74958574646119], [-102.05139843250701, 40.69754181687341], [-102.05150298089202, 40.6464140347233], [-102.051725, 40.537839000000005], [-102.051519, 40.520094], [-102.051465, 40.440008], [-102.214963, 40.439609999999995], [-102.217685, 40.439861], [-102.397229, 40.43970900000001], [-102.416259, 40.439924], [-102.454655, 40.439309], [-102.473797, 40.439166], [-102.492874, 40.439001999999995], [-102.512007, 40.438873], [-102.64552, 40.438531999999995], [-102.664804, 40.438472999999995], [-102.66507, 40.473546999999996], [-102.664943, 40.47399], [-102.665572, 40.613194], [-102.665098, 40.64535]]]]}",Phillips,108095.0,4290.0,1027.0,3178.0,5.0,0.0,22.0,0.0,0.0,58.0,2226.0,2064.0,359.0,298.0,331.0,262.0,240.0,303.0,263.0,250.0,248.0,182.0,234.0,284.0,295.0,225.0,138.0,155.0,128.0,95.0,1143.0,347.0,37.1,1689.0,1115.0,574.0,530.0,44.0,1939.0,1689.0,250.0,1214.0,475.0,2800.0,322.0,1811.0,667.0,51155.0,62009.0,26494.0,1957.0,527.0,751.0,158500.0,3687.0,156.0,447.0,2465.0,1217.0,5.0,603.0,4243.0,3872.0,128.0,145.0,78.0,20.0,1903.0,1696.0,1413.0,283.0,0.0,0.0,0.0,0.0,112.0,7.0,88.0,1815.0,930.0,322.0,212.0,132.0,136.0,83.0,4096.0,980.0,89.0,62.0,250.0,288.0,216.0,69.0,6.0,3116.0,44.0,183.0,74.0,95.0,311.0,200.0,244.0,131.0,657.0,1214.0,123.0,268.0,178.0,189.0,170.0,140.0,64.0,62.0,18.0,0.0,2.0,475.0,19.0,116.0,101.0,113.0,47.0,4.0,5.0,6.0,64.0,4210.0,256.0,897.0,1143.0,666.0,42.0,59.0,2.49,197.0,184.0,192.0,235.0,183.0,136.0,278.0,135.0,72.0,28.0,49.0,4210.0,524.0,3243.0,1976.0,1976.0,1948.0,28.0,0.0,1267.0,4210.0
"{'type': 'MultiPolygon', 'coordinates': [[[[-107.48230400000001, 37.328714], [-107.482049, 37.358342], [-107.482025, 37.37127100000001], [-107.482225, 37.374989], [-107.482131, 37.422672999999996], [-107.21157300000002, 37.422961], [-107.192145, 37.422953], [-107.12868, 37.422942], [-107.12873700000002, 37.392409], [-107.049368, 37.392303999999996], [-106.875595, 37.394023], [-106.871183, 37.393665], [-106.710767, 37.396238], [-106.710775, 37.404227999999996], [-106.678373, 37.403596], [-106.678354, 37.228566], [-106.670662, 37.225377], [-106.597384, 37.194973999999995], [-106.589178, 37.140187999999995], [-106.489062, 37.01508], [-106.481033, 37.001782999999996], [-106.479744, 36.999361], [-106.476280054708, 36.9938393288836], [-106.49976417435501, 36.9937704202569], [-106.500589, 36.993767999999996], [-106.617159, 36.992967], [-106.617125, 36.993004], [-106.628652, 36.993175], [-106.628733, 36.993161], [-106.661344, 36.993243], [-106.675626, 36.993123], [-106.750591, 36.992461], [-106.781877981448, 36.992451813771595], [-106.86979600000001, 36.992426], [-106.877292, 37.000139], [-106.895767000603, 37.0001344459999], [-106.956018364576, 37.000119594324296], [-106.985513289771, 37.000112323965006], [-107.19724501334402, 37.0000601330986], [-107.254954475732, 37.0000459079897], [-107.33376812551401, 37.000026480798496], [-107.41106900956, 37.000007426497], [-107.420913, 37.000005], [-107.42091500003501, 37.000004999986196], [-107.442429999999, 37.000004851532694], [-107.47860198489401, 37.000004601945896], [-107.481736999997, 37.0000045803143], [-107.481462, 37.082556], [-107.482078, 37.183799], [-107.48206, 37.214701], [-107.482062, 37.214988999999996], [-107.482258, 37.250374], [-107.482133, 37.321753], [-107.482409, 37.324435], [-107.48230400000001, 37.328714]]]]}",Archuleta,108007.0,13253.0,2435.0,10116.0,185.0,150.0,126.0,15.0,59.0,167.0,6657.0,6596.0,602.0,682.0,708.0,558.0,566.0,547.0,728.0,536.0,833.0,731.0,812.0,1080.0,1486.0,1458.0,973.0,620.0,199.0,134.0,2302.0,814.0,50.9,5858.0,3839.0,2019.0,1573.0,446.0,9373.0,5858.0,3515.0,4230.0,1628.0,10137.0,777.0,5593.0,3767.0,52221.0,62081.0,31629.0,1994.0,823.0,961.0,314400.0,12590.0,394.0,269.0,3813.0,8681.0,96.0,663.0,13163.0,11554.0,376.0,582.0,590.0,61.0,5893.0,4911.0,4294.0,617.0,6.0,6.0,0.0,37.0,252.0,71.0,616.0,5277.0,1638.0,1878.0,839.0,392.0,255.0,275.0,12935.0,2120.0,122.0,54.0,659.0,514.0,460.0,253.0,58.0,10815.0,533.0,2843.0,2237.0,1661.0,1134.0,388.0,218.0,83.0,276.0,4230.0,143.0,296.0,247.0,409.0,311.0,562.0,1018.0,377.0,469.0,184.0,214.0,1628.0,109.0,132.0,299.0,338.0,266.0,161.0,232.0,21.0,70.0,13150.0,1153.0,2374.0,2302.0,3334.0,225.0,210.0,2.23,811.0,692.0,656.0,523.0,627.0,720.0,779.0,406.0,173.0,197.0,274.0,13146.0,1927.0,11144.0,6421.0,6417.0,6088.0,329.0,4.0,4723.0,13146.0
"{'type': 'MultiPolygon', 'coordinates': [[[[-104.934135, 39.700181], [-104.932878, 39.700215], [-104.931714, 39.700207999999996], [-104.931651, 39.698398], [-104.934076, 39.698436], [-104.934135, 39.700181]]], [[[-105.109883, 39.629897], [-105.109902, 39.634246], [-105.109874, 39.635186], [-105.109814, 39.635188], [-105.100841, 39.635186999999995], [-105.091582, 39.635177999999996], [-105.091577, 39.638729], [-105.09102300000002, 39.638718], [-105.087804, 39.638695], [-105.081676, 39.638759], [-105.081565, 39.636165999999996], [-105.080344, 39.636216], [-105.079722, 39.636705], [-105.07330800000001, 39.636503], [-105.073271, 39.63874], [-105.076803, 39.638735], [-105.07576, 39.64205], [-105.074292, 39.644273999999996], [-105.07204899999999, 39.645815], [-105.063539, 39.645987999999996], [-105.063422, 39.649619], [-105.057078, 39.649699], [-105.05703, 39.651202999999995], [-105.053727, 39.651159], [-105.057164, 39.652087], [-105.05715000000001, 39.652946], [-105.058227, 39.651278999999995], [-105.062053, 39.651264], [-105.063926, 39.64962], [-105.07104, 39.649887], [-105.070953, 39.650411], [-105.07014, 39.650386], [-105.067026, 39.653327], [-105.06697, 39.653493999999995], [-105.067045, 39.656586999999995], [-105.070727, 39.656594], [-105.07161700000002, 39.659994999999995], [-105.07764200000001, 39.658778999999996], [-105.077338, 39.660388999999995], [-105.07982200000001, 39.662164], [-105.08145400000001, 39.662074], [-105.081455, 39.665551], [-105.081451, 39.667743], [-105.08135, 39.670099], [-105.079651, 39.669755], [-105.07614, 39.669987], [-105.07494, 39.670687], [-105.072204, 39.669520999999996], [-105.072179, 39.667763], [-105.067297, 39.667775], [-105.06011, 39.66778], [-105.053256, 39.667784999999995], [-105.053261, 39.67328], [-105.053234, 39.674299], [-105.05325, 39.674989], [-105.062898, 39.674987], [-105.062772, 39.677608], [-105.062907, 39.679223], [-105.062777, 39.679441], [-105.060732, 39.678278999999996], [-105.058175, 39.678666], [-105.058034, 39.682275000000004], [-105.057265, 39.682272], [-105.053221, 39.682291], [-105.053183, 39.683498], [-105.053266, 39.689558999999996], [-105.053194, 39.691364], [-105.053225, 39.696768999999996], [-105.053225, 39.696889], [-105.05324500000002, 39.703268], [-105.05324700000001, 39.703984999999996], [-105.053246, 39.705814], [-105.05325, 39.71134300000001], [-105.053271, 39.715004], [-105.053278, 39.718427], [-105.053271, 39.720414], [-105.05325300000001, 39.7258], [-105.05325300000001, 39.725828], [-105.05322699999999, 39.733109999999996], [-105.055539, 39.733098], [-105.05557400000001, 39.734508], [-105.055567, 39.734977], [-105.053228, 39.734964999999995], [-105.05320600000002, 39.74041100000001], [-105.053211, 39.743486], [-105.053212, 39.74398], [-105.053219, 39.747616], [-105.05322699999999, 39.751249], [-105.053236, 39.754847999999996], [-105.053239, 39.758472], [-105.053244, 39.762084], [-105.053241, 39.763903], [-105.053243, 39.764814], [-105.05324, 39.769332999999996], [-105.053241, 39.772937999999996], [-105.05324500000002, 39.776582999999995], [-105.053184, 39.783533], [-105.053183, 39.783797], [-105.062659, 39.783847], [-105.062944, 39.788087], [-105.065083, 39.788086], [-105.064541, 39.79108], [-105.063298, 39.790081], [-105.06148, 39.791075], [-105.053246, 39.791063], [-105.034618, 39.791142], [-105.034642, 39.791869999999996], [-105.02998200000002, 39.79188], [-105.030038, 39.791086], [-105.025109, 39.790937], [-105.025149, 39.794003], [-105.021339, 39.793983999999995], [-105.020787, 39.791089], [-105.015832, 39.791072], [-105.00641600000002, 39.791049], [-104.998437, 39.791185999999996], [-104.997789, 39.791097], [-104.996736, 39.791086], [-104.993436, 39.791185999999996], [-104.990809, 39.792139], [-104.988835, 39.791086], [-104.97595, 39.791038], [-104.976057, 39.792300999999995], [-104.973235, 39.79247], [-104.973245, 39.794131], [-104.974838, 39.794226], [-104.974847, 39.79561], [-104.972213, 39.795564], [-104.973243, 39.796302], [-104.973143, 39.798292], [-104.968716, 39.798396], [-104.96876500000002, 39.793839999999996], [-104.966636, 39.793836999999996], [-104.966889, 39.793321], [-104.96750400000002, 39.793321999999996], [-104.968861, 39.790974000000006], [-104.960268, 39.790966], [-104.955356, 39.794686], [-104.94965800000001, 39.794686999999996], [-104.94047600000002, 39.794601], [-104.940484, 39.791919], [-104.939882, 39.790994], [-104.927034, 39.791053999999995], [-104.927002, 39.783778], [-104.92227400000002, 39.783775999999996], [-104.912887, 39.783818], [-104.91157, 39.783812], [-104.903441, 39.784036], [-104.903561, 39.798390999999995], [-104.901405, 39.798383], [-104.900452, 39.798376999999995], [-104.900394, 39.801134999999995], [-104.89693300000002, 39.801159], [-104.896905, 39.798364], [-104.896191, 39.798344], [-104.884627, 39.798321], [-104.884585, 39.812975], [-104.866075, 39.812985999999995], [-104.866041, 39.798386], [-104.847181, 39.798235999999996], [-104.835498, 39.798107], [-104.829131, 39.798058999999995], [-104.827186, 39.798216], [-104.82003800000001, 39.79826], [-104.80969, 39.798317], [-104.790895, 39.79825100000001], [-104.790859, 39.841802], [-104.786472, 39.841792999999996], [-104.772186, 39.841761], [-104.762317, 39.841788], [-104.76227900000002, 39.845389999999995], [-104.753063, 39.845338999999996], [-104.750513, 39.845434000000004], [-104.732138, 39.845085999999995], [-104.73155, 39.898610999999995], [-104.724103, 39.898576999999996], [-104.70556800000001, 39.898489999999995], [-104.705375, 39.906417999999995], [-104.692606, 39.906614], [-104.692934, 39.914183], [-104.680261, 39.914246999999996], [-104.680213, 39.906599], [-104.64037, 39.906241], [-104.633858, 39.906067], [-104.633969, 39.899288999999996], [-104.60700300000002, 39.899412999999996], [-104.600435, 39.899459], [-104.600302, 39.882289], [-104.605853, 39.882245], [-104.605791, 39.873827], [-104.619841, 39.873767], [-104.619906, 39.826633], [-104.619938, 39.822421], [-104.625566, 39.822489999999995], [-104.640346, 39.822553], [-104.655511, 39.822469999999996], [-104.655455, 39.814048], [-104.659123, 39.814032999999995], [-104.666196, 39.814005], [-104.66627700000001, 39.822849999999995], [-104.716084, 39.823207], [-104.753084, 39.823048], [-104.76247, 39.82298], [-104.762901, 39.813038], [-104.762658, 39.80557400000001], [-104.762834, 39.799878], [-104.762606, 39.798432999999996], [-104.734399, 39.798442], [-104.734519, 39.782948999999995], [-104.734534, 39.781729999999996], [-104.734581, 39.774837999999995], [-104.734601, 39.769268], [-104.734601, 39.769211], [-104.734601, 39.769180999999996], [-104.735816, 39.769411999999996], [-104.753351, 39.769487], [-104.760799, 39.769487], [-104.76457600000002, 39.769391], [-104.76456, 39.771598], [-104.772166, 39.771466], [-104.77215699999999, 39.776409], [-104.78181800000002, 39.776485], [-104.781727, 39.773387], [-104.809879, 39.773187], [-104.82822900000001, 39.773174], [-104.828131, 39.772371], [-104.828029, 39.771494], [-104.828323, 39.769155999999995], [-104.833009, 39.769177], [-104.832961, 39.766195], [-104.837588, 39.766873], [-104.856523, 39.768391], [-104.856631, 39.760286], [-104.856431, 39.758387], [-104.85122, 39.756982], [-104.84823, 39.756485], [-104.84694, 39.754687], [-104.85404, 39.754709999999996], [-104.86594, 39.75474], [-104.875192, 39.754737999999996], [-104.877889, 39.754728], [-104.879901, 39.754607], [-104.880138, 39.747428], [-104.884664, 39.747467], [-104.884652, 39.743807], [-104.884646, 39.740156], [-104.884659, 39.737274], [-104.88468, 39.735625], [-104.884708, 39.732845999999995], [-104.884725, 39.730587], [-104.886528, 39.729161999999995], [-104.881934, 39.724959999999996], [-104.879735, 39.725623], [-104.87533, 39.725576], [-104.87534, 39.720134], [-104.87534, 39.719711], [-104.874947, 39.718450000000004], [-104.87432, 39.718201], [-104.870831, 39.718176], [-104.870653, 39.710169], [-104.865971, 39.711053], [-104.865967, 39.704318], [-104.868932, 39.702987], [-104.870648, 39.700534999999995], [-104.870662, 39.698474999999995], [-104.865964, 39.699086], [-104.86596200000001, 39.696559], [-104.874196, 39.696472], [-104.875309, 39.696504999999995], [-104.87531600000001, 39.697995999999996], [-104.877698, 39.697987999999995], [-104.87761100000002, 39.696506], [-104.882315, 39.69648300000001], [-104.884057, 39.696479], [-104.885773, 39.696523], [-104.891715, 39.69659], [-104.893324, 39.696594999999995], [-104.893402, 39.695695], [-104.894225, 39.696597], [-104.897402, 39.69627], [-104.898806, 39.695091], [-104.899285, 39.696976], [-104.903544, 39.698535], [-104.903507, 39.696622], [-104.900115, 39.692985], [-104.90351, 39.692581], [-104.903512, 39.689354], [-104.89881, 39.689341], [-104.89876100000001, 39.692992], [-104.894201, 39.692994], [-104.894092, 39.692873999999996], [-104.894061, 39.686428], [-104.894058, 39.685694], [-104.889328, 39.685683999999995], [-104.889314, 39.682727], [-104.889308, 39.682055999999996], [-104.894046, 39.682061], [-104.894528, 39.678455], [-104.897446, 39.678505], [-104.89831700000002, 39.678473], [-104.90344, 39.678598], [-104.903443, 39.684857], [-104.904996, 39.685905999999996], [-104.903915, 39.683876999999995], [-104.903888, 39.680332], [-104.908096, 39.680306], [-104.908094, 39.679725999999995], [-104.90625299999999, 39.678442], [-104.905631, 39.678314], [-104.903579, 39.676674999999996], [-104.90352, 39.674456], [-104.903522, 39.67122500000001], [-104.903509, 39.667623999999996], [-104.900251, 39.66757], [-104.898817, 39.667626], [-104.893941, 39.667589], [-104.890824, 39.664903], [-104.890764, 39.664956], [-104.890188, 39.664393], [-104.88803300000001, 39.665787], [-104.892269, 39.668189], [-104.890133, 39.667587000000005], [-104.884133, 39.667487], [-104.879277, 39.663891], [-104.876233, 39.663987], [-104.87583200000002, 39.669787], [-104.878233, 39.672787], [-104.87531, 39.67278400000001], [-104.87552700000002, 39.674763999999996], [-104.870882, 39.674763999999996], [-104.868216, 39.672621], [-104.866051, 39.670846999999995], [-104.866174, 39.667515], [-104.866334, 39.660309000000005], [-104.861022, 39.660281], [-104.858978, 39.66034], [-104.856441, 39.66034], [-104.85543700000001, 39.660804], [-104.853716, 39.660072], [-104.848332, 39.659161], [-104.848336, 39.657891], [-104.84773, 39.657101], [-104.847119, 39.65678], [-104.852944, 39.655705999999995], [-104.856038, 39.654178], [-104.857203, 39.653245999999996], [-104.875552, 39.644617], [-104.876224, 39.644301], [-104.876306, 39.652295], [-104.877497, 39.653051999999995], [-104.88014, 39.653057], [-104.880313, 39.645902], [-104.880313, 39.645889], [-104.880368, 39.642193], [-104.880329, 39.641490999999995], [-104.885112, 39.639261999999995], [-104.88523100000002, 39.631344999999996], [-104.885265, 39.624083], [-104.887799, 39.624007], [-104.889668, 39.624051], [-104.894529, 39.62403], [-104.90165800000001, 39.623722], [-104.90402399999999, 39.623827], [-104.905551, 39.62400100000001], [-104.913407, 39.624083], [-104.913257, 39.638691], [-104.914264, 39.639428], [-104.92246, 39.645849], [-104.931873, 39.645826], [-104.931703, 39.653044], [-104.94068300000002, 39.653013], [-104.955903, 39.652998], [-104.954952, 39.655797], [-104.953541, 39.655957], [-104.953788, 39.656683], [-104.959485, 39.656690999999995], [-104.959449, 39.660343999999995], [-104.959443, 39.661525999999995], [-104.963149, 39.66156], [-104.963224, 39.66037], [-104.967619, 39.660409], [-104.968785, 39.660416999999995], [-104.968805, 39.665839], [-104.973489, 39.665866], [-104.973486, 39.667684], [-104.974586, 39.667687], [-104.978292, 39.667698], [-104.982835, 39.667696], [-104.987572, 39.667682], [-104.991132, 39.667674000000005], [-104.999906, 39.667884], [-105.004374, 39.666306], [-105.004862, 39.664463], [-105.004882, 39.660455], [-105.010665, 39.660506999999996], [-105.007717, 39.66422], [-105.006471, 39.666913], [-105.006576, 39.676778], [-105.008637, 39.67678], [-105.008664, 39.678627], [-105.015696, 39.678684], [-105.015699, 39.671794999999996], [-105.015722, 39.666947], [-105.015773, 39.663729], [-105.0158, 39.660508], [-105.022932, 39.660495999999995], [-105.02300300000002, 39.65683], [-105.025269, 39.656817], [-105.032038, 39.657087], [-105.032089, 39.655905], [-105.032157, 39.653774999999996], [-105.032162, 39.653276], [-105.034017, 39.653465], [-105.034171, 39.653290000000005], [-105.034646, 39.646921000000006], [-105.034659, 39.643991], [-105.031238, 39.643986999999996], [-105.029979, 39.642244999999996], [-105.029998, 39.638574999999996], [-105.03470700000001, 39.638593], [-105.034739, 39.635089], [-105.03475200000001, 39.63359], [-105.030057, 39.633492000000004], [-105.029563, 39.632355], [-105.02536, 39.631445], [-105.025369, 39.628598], [-105.027608, 39.62824], [-105.029127, 39.627838], [-105.034821, 39.628098], [-105.034822, 39.627809], [-105.036802, 39.628129], [-105.038005, 39.626836], [-105.041839, 39.627887], [-105.042314, 39.628194], [-105.044048, 39.628015999999995], [-105.044339, 39.631586999999996], [-105.04570000000001, 39.631586999999996], [-105.053411, 39.631586], [-105.053333, 39.638892999999996], [-105.059431, 39.638812], [-105.059457, 39.634662], [-105.057009, 39.631679], [-105.053457, 39.629526], [-105.05333, 39.627989], [-105.055836, 39.625994000000006], [-105.05584, 39.624193], [-105.053439, 39.624387], [-105.053439, 39.621423], [-105.057151, 39.621584999999996], [-105.056439, 39.619932], [-105.058178, 39.617182], [-105.058125, 39.61443], [-105.060203, 39.61443], [-105.064199, 39.614574], [-105.091405, 39.614455], [-105.09691, 39.614515000000004], [-105.096955, 39.617968999999995], [-105.09696, 39.618362], [-105.092839, 39.618327], [-105.091362, 39.618336], [-105.08725200000002, 39.618317], [-105.086115, 39.618979], [-105.084221, 39.618567999999996], [-105.075873, 39.618508], [-105.065141, 39.618581999999996], [-105.064966, 39.620238], [-105.076594, 39.624378], [-105.07513200000001, 39.62451], [-105.08145000000002, 39.631858], [-105.08167, 39.631326], [-105.08178, 39.631325000000004], [-105.083712, 39.631327], [-105.083735, 39.630154999999995], [-105.081811, 39.63015], [-105.08173, 39.627313], [-105.083813, 39.627317999999995], [-105.083789, 39.628527], [-105.08558, 39.628527], [-105.085626, 39.626107], [-105.08739100000001, 39.626045999999995], [-105.087384, 39.627089999999995], [-105.088511, 39.627086999999996], [-105.091164, 39.627081], [-105.091256, 39.624198], [-105.09851600000002, 39.624221999999996], [-105.10860000000001, 39.624207999999996], [-105.10858999999999, 39.626987], [-105.109927, 39.626988], [-105.109883, 39.629897]], [[-105.081612, 39.634873], [-105.080914, 39.634876999999996], [-105.080909, 39.635683], [-105.081573, 39.635687999999995], [-105.081612, 39.634873]], [[-105.063539, 39.652387], [-105.062574, 39.652384999999995], [-105.06256000000002, 39.652991], [-105.063539, 39.652978999999995], [-105.063539, 39.652387]], [[-104.94073800000001, 39.697956000000005], [-104.940278, 39.697949], [-104.940271, 39.698198999999995], [-104.93871, 39.698181999999996], [-104.938635, 39.696605], [-104.940612, 39.69657], [-104.940633, 39.694755], [-104.940485, 39.695664], [-104.939539, 39.694688], [-104.936213, 39.694782], [-104.936233, 39.696599], [-104.934027, 39.696600000000004], [-104.931735, 39.696601], [-104.929868, 39.696594], [-104.927864, 39.696653999999995], [-104.928564, 39.698429], [-104.928578, 39.700221], [-104.931654, 39.700221], [-104.933996, 39.70138], [-104.93384, 39.70416], [-104.932868, 39.702182], [-104.93142300000001, 39.703789], [-104.930257, 39.703838], [-104.928974, 39.703843], [-104.926924, 39.7036], [-104.926963, 39.706699], [-104.92959, 39.706413999999995], [-104.929542, 39.708456], [-104.926983, 39.708110999999995], [-104.93157, 39.709095999999995], [-104.931648, 39.711098], [-104.940687, 39.711220999999995], [-104.94073800000001, 39.706344], [-104.94069100000002, 39.703813], [-104.94073800000001, 39.697956000000005]], [[-104.932905, 39.670798999999995], [-104.931695, 39.670564], [-104.931622, 39.667473], [-104.930436, 39.667471], [-104.929542, 39.669381], [-104.927037, 39.66899], [-104.927935, 39.67033], [-104.93033199999999, 39.672981], [-104.931641, 39.673373999999995], [-104.934218, 39.673387999999996], [-104.932905, 39.670798999999995]], [[-104.926429, 39.669394], [-104.92266, 39.667578], [-104.92067500000002, 39.668244], [-104.92084, 39.667584999999995], [-104.922221, 39.666947], [-104.92161899999999, 39.662486], [-104.921016, 39.660337999999996], [-104.918875, 39.660337999999996], [-104.916757, 39.65901], [-104.915513, 39.657519], [-104.916572, 39.656119], [-104.912985, 39.656541], [-104.91297, 39.663132999999995], [-104.915939, 39.663471], [-104.916378, 39.667584999999995], [-104.91754399999999, 39.66758], [-104.91755900000001, 39.672982999999995], [-104.919234, 39.673888999999996], [-104.920487, 39.674141], [-104.921047, 39.674836], [-104.922253, 39.675616], [-104.925781, 39.676583], [-104.925725, 39.675281], [-104.93024199999999, 39.674831999999995], [-104.926429, 39.669394]], [[-104.91104, 39.679887], [-104.908203, 39.679883], [-104.908201, 39.680307], [-104.90820500000001, 39.682069999999996], [-104.911032, 39.682072999999995], [-104.91104, 39.679887]], [[-104.904032, 39.624116], [-104.902904, 39.624181], [-104.902796, 39.624303999999995], [-104.903285, 39.625954], [-104.903917, 39.626829], [-104.904032, 39.624116]], [[-104.899347, 39.683737], [-104.898783, 39.683402], [-104.898786, 39.685704], [-104.902671, 39.685711999999995], [-104.899347, 39.683737]]]]}",Denver,108031.0,705576.0,210937.0,382228.0,62754.0,3186.0,25745.0,884.0,1203.0,18639.0,353311.0,352265.0,42830.0,40467.0,36642.0,33940.0,42979.0,82942.0,79888.0,61730.0,50260.0,43970.0,37698.0,36131.0,34611.0,28699.0,20539.0,12686.0,8977.0,10587.0,139687.0,57171.0,34.5,301501.0,146070.0,155431.0,115204.0,40227.0,321717.0,301501.0,20216.0,150382.0,151119.0,508718.0,60938.0,196281.0,251499.0,68592.0,87649.0,43770.0,1969.0,1223.0,1311.0,390600.0,599918.0,40887.0,64771.0,281808.0,306735.0,11375.0,105658.0,696798.0,556608.0,58390.0,42087.0,34506.0,5207.0,394894.0,303276.0,272967.0,30309.0,25824.0,17466.0,8358.0,8795.0,18489.0,4777.0,33733.0,361161.0,26972.0,103009.0,89019.0,78822.0,43751.0,19588.0,678966.0,155885.0,10840.0,8390.0,31795.0,29122.0,25812.0,34211.0,15715.0,523081.0,29088.0,36422.0,21263.0,23934.0,45726.0,35221.0,48199.0,21137.0,60727.0,150382.0,2003.0,2363.0,4979.0,10256.0,13717.0,15645.0,28957.0,23016.0,29977.0,11082.0,8387.0,151119.0,9744.0,4670.0,8808.0,16304.0,28659.0,24408.0,34456.0,21187.0,2883.0,693555.0,89203.0,145392.0,138285.0,79750.0,25172.0,8674.0,2.29,40741.0,22866.0,24289.0,21978.0,24117.0,27930.0,37630.0,27936.0,19438.0,24159.0,30417.0,699351.0,67073.0,578596.0,418232.0,417715.0,402046.0,15669.0,517.0,160364.0,699351.0
