the_geom,pop,geonum,geoname,hispanic,white_nh,black_nh,ntvam_nh,asian_nh,hawpi_nh,other_nh,twoplus_nh,male,female,ageless5,age5_9,age10_14,age15_19,age20_24,age25_29,age30_34,age35_39,age40_44,age45_49,age50_54,age55_59,age60_64,age65_69,age70_74,age75_79,age80_84,age85pl,ageless18,age18_24,med_age,households,familyhh,nonfamhh,hhldralone,hhldr_naln,housing_un,occ_hu,vac_hu,owned,rented,pop25plus,nohsdipl,hsgrad_sc,bachl_hghr,med_hh_inc,med_fam_in,per_cap_in,med_yr_blt,med_c_rent,med_g_rent,med_hm_val,citz_birth,citz_nat,not_citz,born_in_co,brn_oth_st,ntv_b_o_us,foreign_b,pop_1p,same_house,same_cnty,same_state,diff_state,frm_abroad,wrkrs_16pl,car_all,car_alone,car_carpoo,public_trn,pt_bus,pt_other,bike,walk,tr_other,wrk_home,w_16pl_nh,t_less_10,t_10_19,t_20_29,t_30_39,t_40_59,t_60_pl,pop_3pl,enrolled,preschool,kndrgrtn,gr_1_4,gr_5_8,gr_9_12,undergrad,grad_prof,n_enrolled,blt_2010_p,b2000_2009,b1990_1999,b1980_1989,b1970_1979,b1960_1969,b1950_1959,b1940_1949,b1939_e,own_occ_hu,v_l_50k,v50k_100k,v100k_150k,v150k_200k,v200k_250k,v250k_300k,v300k_400k,v400k_500k,v500k_750k,v750k_1m,v_1m_plus,rnt_occ_hu,rntl400,r400t599,r600t799,r800t999,r1000t1249,r1250t1499,r1500t1999,r2000pl,rnocshr,ps_uni,ps_below,ps_bel150,tot_l18,puni_65pl,pov_l18,pov_65pl,avghhsize,hhi_l20k,hhi20_30,hhi30_40,hhi40_50,hhi50_60,hhi60_75,hhi75_100,hhi100_125,hhi125_150,hhi150_200,hhi200_pl,civ_ni_pop,disabled,pop16_pls,laborforce,civ_lf,emp,unemp,armedfrcs,not_lf,civ_ni_p
"MULTIPOLYGON (((-104.904049 39.625436, -104.903755 39.626688, -104.902759 39.624108, -104.904032 39.624116, -104.904049 39.625436)), ((-104.899734 39.624131999999996, -104.900143 39.624127, -104.900141 39.624517999999995, -104.899458 39.624521, -104.899734 39.624131999999996)), ((-104.89819 39.683536, -104.898132 39.682787999999995, -104.901731 39.685586, -104.898333 39.685587, -104.89819 39.683536)), ((-104.931641 39.673373999999995, -104.927935 39.67033, -104.930436 39.667471, -104.931622 39.667473, -104.933471 39.667472, -104.934218 39.673387999999996, -104.931641 39.673373999999995)), ((-104.940738 39.697956, -104.940694 39.700189, -104.940731 39.701848999999996, -104.940691 39.703813, -104.940738 39.706344, -104.940687 39.711220999999995, -104.931648 39.711098, -104.93153 39.709088, -104.926983 39.708110999999995, -104.929543 39.708529, -104.92955 39.705079, -104.926924 39.7036, -104.930257 39.703838, -104.931423 39.703789, -104.932868 39.702182, -104.931654 39.700221, -104.928578 39.700221, -104.927864 39.696653999999995, -104.929868 39.696594, -104.931735 39.696601, -104.934027 39.696600000000004, -104.93397 39.697809, -104.933914 39.697917, -104.933893 39.698442, -104.936428 39.698394, -104.936233 39.696599, -104.936213 39.694782, -104.940633 39.694755, -104.940612 39.69657, -104.938635 39.696605, -104.93871 39.698181999999996, -104.940271 39.698198999999995, -104.940278 39.697949, -104.940738 39.697956), (-104.931714 39.700207999999996, -104.932878 39.700215, -104.934135 39.700181, -104.933897 39.698481, -104.931651 39.698398, -104.931714 39.700207999999996)), ((-104.92226 39.675641999999996, -104.922265 39.675574999999995, -104.92225 39.674833, -104.92107 39.674686, -104.920773 39.674866, -104.917601 39.673103999999995, -104.917564 39.667567999999996, -104.916591 39.667589, -104.916281 39.663259, -104.912806 39.662856, -104.912822 39.658750999999995, -104.91297 39.657956999999996, -104.912829 39.656535999999996, -104.914794 39.655862, -104.916642 39.658775, -104.921233 39.660517, -104.92217 39.663900000000005, -104.922231 39.666979, -104.920003 39.667581, -104.919903 39.667958, -104.920283 39.668124, -104.920707 39.66758, -104.920733 39.667575, -104.922638 39.667578, -104.926441 39.669371999999996, -104.93024199999999 39.674831999999995, -104.925748 39.674958, -104.925756 39.676652, -104.92226 39.675641999999996)), ((-104.835661 39.740300999999995, -104.828271 39.740297, -104.82545999999999 39.74029, -104.820771 39.740308, -104.819416 39.740266, -104.810127 39.740141, -104.810022 39.740141, -104.800625 39.740280999999996, -104.791219 39.740269, -104.791128 39.740269, -104.78742199999999 39.740266, -104.780629 39.74026, -104.77247 39.740251, -104.763038 39.740251, -104.745854 39.74024, -104.734969 39.740302, -104.734834 39.740321, -104.731955 39.740822, -104.725637 39.740266999999996, -104.715945 39.740271, -104.710742 39.740255, -104.710633 39.740124, -104.678305 39.739995, -104.659953 39.740477, -104.652803 39.739778, -104.64293 39.739782, -104.640723 39.739886, -104.635347 39.739630999999996, -104.633384 39.739547, -104.632424 39.739501, -104.624643 39.740077, -104.616197 39.740004, -104.613603 39.739982, -104.603078 39.739886999999996, -104.602222 39.739878, -104.582488 39.739636, -104.526958 39.738669, -104.470927 39.738198, -104.43571 39.738110999999996, -104.43242 39.738116, -104.420816 39.738085999999996, -104.415289 39.738074, -104.414766 39.738073, -104.414183 39.73807, -104.394586 39.73804, -104.380113 39.738108, -104.37736 39.738119999999995, -104.377229 39.738121, -104.340209 39.738247, -104.321399 39.738371, -104.302586 39.738492, -104.299689 39.738648999999995, -104.28382500000001 39.738745, -104.24705 39.738907999999995, -104.227935 39.73898, -104.227131 39.738982, -104.209525 39.739018, -104.190677 39.73918, -104.153134 39.739497, -104.096249 39.739846, -104.078052 39.739905, -104.060078 39.73997, -103.977636 39.740266999999996, -103.974341 39.739984, -103.972303 39.740401, -103.706547 39.739894, -103.707072 39.566295, -103.714355 39.566331, -104.014407 39.565999, -104.174259 39.565278, -104.193813 39.565232, -104.285044 39.564718, -104.296062 39.564657, -104.324838 39.564389, -104.361698 39.564335, -104.37598 39.563949, -104.381131 39.564097, -104.398707 39.56395, -104.421404 39.563694, -104.427452 39.563601, -104.442895 39.563759999999995, -104.447704 39.563741, -104.455932 39.563944, -104.457367 39.563976, -104.474295 39.564102, -104.531676 39.564678, -104.569154 39.565283, -104.60084 39.565846, -104.642125 39.565889999999996, -104.660626 39.565909, -104.679505 39.565995, -104.679603 39.565996999999996, -104.681544 39.565988, -104.686759 39.565988, -104.70702299999999 39.565988, -104.707362 39.565988, -104.707781 39.565988, -104.708327 39.565988, -104.717781 39.565984, -104.73584 39.565888, -104.736628 39.565888, -104.745929 39.566022, -104.746089 39.566026, -104.765886 39.566089999999996, -104.784965 39.566088, -104.785308 39.566088, -104.785432 39.566088, -104.791368 39.566086999999996, -104.801095 39.565885, -104.801371 39.565887, -104.806902 39.565999, -104.808286 39.566036, -104.809806 39.566075999999995, -104.810231 39.566088, -104.813131 39.565988, -104.813912 39.565988, -104.815409 39.565988, -104.832934 39.565988, -104.836547 39.565988, -104.857406 39.566029, -104.866612 39.565993, -104.869728 39.565982999999996, -104.872366 39.565996999999996, -104.885646 39.565979999999996, -104.885968 39.565977, -104.887588 39.565964, -104.888861 39.565991, -104.895337 39.566027999999996, -104.904415 39.565982, -104.904793 39.565982, -104.911872 39.566024, -104.913831 39.566029, -104.922744 39.566066, -104.923018 39.56605, -104.929106 39.566038, -104.933328 39.566043, -104.941705 39.566024999999996, -104.941883 39.566026, -104.945072 39.566035, -104.946466 39.566082, -104.951818 39.566078, -104.953404 39.566091, -104.955644 39.566111, -104.960469 39.566129, -104.969399 39.566075, -104.971802 39.566064, -104.972816 39.566068, -104.977112 39.566083, -104.979224 39.566091, -104.982365 39.566102, -104.988529 39.566123999999995, -104.993298 39.566096, -105.002068 39.566233, -105.00518 39.566185, -105.016432 39.566077, -105.017423 39.566129, -105.021377 39.566147, -105.030292 39.566187, -105.03232 39.566184, -105.039633 39.566189, -105.040285 39.56619, -105.04085 39.566145, -105.04874 39.566088, -105.05414 39.566088, -105.054146 39.567093, -105.054149 39.567119, -105.054169 39.56771, -105.054199 39.571314, -105.054164 39.572677, -105.05410499999999 39.573419, -105.054104 39.573774, -105.053968 39.574768, -105.053939 39.574988, -105.05404 39.575768, -105.05395 39.580739, -105.053889 39.587404, -105.053703 39.59522, -105.053672 39.5978, -105.053741 39.598637, -105.05374 39.600589, -105.053818 39.600829, -105.05382 39.600836, -105.053836 39.600885, -105.053807 39.601112, -105.053807 39.601386999999995, -105.053625 39.609665, -105.053622 39.609728, -105.053609 39.613682, -105.053664 39.614036999999996, -105.053653 39.6159, -105.053437 39.620984, -105.053439 39.621423, -105.053351 39.626598, -105.053457 39.629526, -105.053411 39.631586, -105.04570000000001 39.631586999999996, -105.044339 39.631586999999996, -105.044048 39.628015999999995, -105.042906 39.627629999999996, -105.042314 39.628194, -105.041839 39.627887, -105.038005 39.626836, -105.034822 39.627809, -105.034821 39.628098, -105.027608 39.62824, -105.027023 39.628389, -105.025369 39.628598, -105.02536 39.631445, -105.029563 39.632355, -105.030057 39.633492, -105.034752 39.63359, -105.034739 39.635089, -105.034707 39.638593, -105.029998 39.638574999999996, -105.029979 39.642244999999996, -105.031238 39.643986999999996, -105.034659 39.643991, -105.034646 39.646921, -105.034631 39.651426, -105.034017 39.653465, -105.032093 39.653276999999996, -105.032115 39.655055, -105.032094 39.655726, -105.032038 39.656687, -105.032038 39.657087, -105.030838 39.657187, -105.025184 39.656816, -105.023003 39.65683, -105.022982 39.660526, -105.0158 39.660508, -105.015773 39.663729, -105.015722 39.666947, -105.015715 39.668545, -105.015699 39.671794999999996, -105.015696 39.678684, -105.008664 39.678627, -105.008637 39.67678, -105.006576 39.676778, -105.006471 39.666913, -105.007717 39.66422, -105.010665 39.660506999999996, -105.004882 39.660455, -105.004245 39.666359, -104.999906 39.667884, -104.996193 39.667781999999995, -104.991132 39.667674, -104.987572 39.667682, -104.982835 39.667696, -104.978292 39.667698, -104.973944 39.667687, -104.973569 39.667677999999995, -104.973486 39.667684, -104.973488 39.66661, -104.97345 39.666315, -104.97344 39.665822, -104.968796 39.666087, -104.968785 39.660416999999995, -104.967619 39.660409, -104.963224 39.66037, -104.963149 39.66156, -104.959443 39.661525999999995, -104.959464 39.661088, -104.959449 39.660343999999995, -104.95949 39.656759, -104.959485 39.656690999999995, -104.954136 39.656687, -104.953541 39.655957, -104.954952 39.655797, -104.955903 39.652998, -104.940683 39.653013, -104.931703 39.653044, -104.931835 39.646009, -104.922443 39.645865, -104.920561 39.644373, -104.913257 39.638691, -104.913341 39.624213, -104.906394 39.624258999999995, -104.90403 39.623995, -104.901763 39.623906999999996, -104.899371 39.624097, -104.894522 39.624175, -104.892667 39.624134999999995, -104.889661 39.6242, -104.888758 39.624165, -104.885282 39.624128999999996, -104.88528 39.627128, -104.885231 39.631344999999996, -104.88511199999999 39.639261999999995, -104.880329 39.641490999999995, -104.880313 39.643949, -104.880313 39.645902, -104.880239 39.645993, -104.880086 39.650773, -104.88014 39.653057, -104.877497 39.653051999999995, -104.876281 39.651458999999996, -104.876224 39.644301, -104.875552 39.644617, -104.857203 39.653245999999996, -104.856753 39.653456, -104.856038 39.654178, -104.852944 39.655705999999995, -104.847639 39.656712, -104.847119 39.65678, -104.847733 39.656788, -104.847731 39.656926999999996, -104.848332 39.659161, -104.854059 39.660179, -104.855437 39.660804, -104.858978 39.66034, -104.864411 39.660274, -104.866334 39.660309, -104.866174 39.667515, -104.866051 39.670846999999995, -104.868216 39.672621, -104.870882 39.674763999999996, -104.874015 39.674780999999996, -104.875527 39.674763999999996, -104.875312 39.672796999999996, -104.87531 39.672784, -104.878233 39.672787, -104.875832 39.669787, -104.876233 39.663987, -104.879277 39.663891, -104.881652 39.665586999999995, -104.884133 39.667487, -104.890133 39.667587, -104.892269 39.668189, -104.889633 39.666587, -104.88803300000001 39.665787, -104.890188 39.664393, -104.89329599999999 39.666899, -104.893946 39.667463999999995, -104.893941 39.667589, -104.898817 39.667626, -104.900251 39.66757, -104.903509 39.667623999999996, -104.903522 39.671225, -104.90352 39.674456, -104.903579 39.676674999999996, -104.90625299999999 39.678442, -104.907979 39.679727, -104.90797 39.680306, -104.903888 39.680332, -104.903443 39.684857, -104.90344 39.678598, -104.894769 39.678782999999996, -104.893635 39.678689999999996, -104.893432 39.682086999999996, -104.89168 39.682086999999996, -104.889136 39.681988, -104.888931 39.682504, -104.888933 39.685587, -104.891433 39.685587, -104.893383 39.685694, -104.893395 39.685693, -104.893635 39.685687, -104.89355 39.685863999999995, -104.893542 39.692654, -104.893542 39.6927, -104.8936 39.692702, -104.898332 39.692589999999996, -104.89670000000001 39.689311, -104.89881 39.689341, -104.903512 39.689354, -104.90351 39.692581, -104.899964 39.692817999999995, -104.90258 39.695571, -104.903524 39.696641, -104.903544 39.698535, -104.897402 39.69627, -104.891715 39.69659, -104.891783 39.696580999999995, -104.888186 39.696567, -104.887248 39.696566, -104.885773 39.696523, -104.882315 39.696483, -104.882097 39.696569, -104.877611 39.696506, -104.877698 39.697987999999995, -104.875316 39.697995999999996, -104.875309 39.696504999999995, -104.873004 39.696469, -104.865962 39.696559, -104.865964 39.699086, -104.870662 39.698474999999995, -104.870648 39.700534999999995, -104.868493 39.703147, -104.868131 39.703284, -104.865967 39.704318, -104.865971 39.711053, -104.870653 39.710169, -104.870831 39.718176, -104.874041 39.718177999999995, -104.87534 39.719711, -104.87534 39.720134, -104.87533 39.725576, -104.88258 39.725660999999995, -104.884732 39.727886999999996, -104.886613 39.729219, -104.8857 39.729765, -104.885025 39.730312, -104.884735 39.730830999999995, -104.884775 39.731806, -104.884708 39.732845999999995, -104.88468 39.735625, -104.884679 39.735634999999995, -104.884659 39.737274, -104.884646 39.740156, -104.875227 39.740212, -104.867012 39.740204, -104.865803 39.7402, -104.858778 39.740207, -104.856413 39.740214, -104.851719 39.740206, -104.847091 39.740207, -104.847013 39.740206, -104.846939 39.74021, -104.843254 39.740307, -104.837603 39.740302, -104.835661 39.740300999999995)))",574357,108005,Arapahoe,105174,364766,55629,2211,28067,1166,1267,16077,281842,292515,40293,42488,38810,38590,35384,43033,41905,40495,42102,42441,42459,37217,30184,20270,12857,10334,7728,7767,146638,48927,35.7,223747,146752,76995,64531,12464,238160,223747,14413,143158,80589,378792,33815,199197,145780,60400,74070,32845,1982,831,950,230900,487576,32364,54417,223433,255812,8331,86781,566158,460748,47140,36663,17726,3881,288166,251085,225537,25548,13580,9899,3681,1220,4616,3073,14592,273574,24031,66870,69870,58419,37774,16610,549701,153854,9701,7813,33703,30902,33425,29388,8922,395847,550,39415,33989,56011,62253,22258,16519,3310,3855,143158,4207,6725,15449,27839,28096,18368,19845,8679,7660,2826,3464,80589,1819,5940,16759,19643,15414,9391,7703,2277,1643,568999,66945,113912,144576,57167,23054,5014,2.55,30852,20763,21131,19443,19049,24101,28404,20955,13180,12720,13149,568663,49870,444215,320199,318041,292089,25952,2158,124016,568663
"MULTIPOLYGON (((-106.710775 37.404227999999996, -106.710767 37.396238, -106.871183 37.393665, -106.875595 37.394023, -106.898367 37.393862999999996, -107.049368 37.392303999999996, -107.128737 37.392409, -107.12868 37.422942, -107.128691 37.473605, -107.125604 37.600491999999996, -107.125224 37.604087, -107.123734 37.625001999999995, -107.123868 37.675028999999995, -107.125605 37.675196, -107.145138 37.675497, -107.140707 37.75, -107.139945 37.757154, -107.137356 37.828787999999996, -107.138607 37.86586, -107.13817 37.874998, -107.138191 37.938848, -107.13132 37.937602999999996, -107.127983 37.938307, -107.125606 37.939156, -107.121968 37.940867, -107.115767 37.942004, -107.110669 37.943343999999996, -107.108416 37.944618, -107.102532 37.955186999999995, -107.101785 37.953517999999995, -107.100077 37.951896, -107.094606 37.949307, -107.092144 37.949169999999995, -107.088362 37.950409, -107.085552 37.953361, -107.080157 37.954296, -107.075656 37.953922, -107.072001 37.955362, -107.069232 37.958447, -107.06778 37.961299, -107.065449 37.959752, -107.061415 37.959748, -107.059764 37.957766, -107.059388 37.955650999999996, -107.056384 37.952256999999996, -107.052857 37.953126, -107.04942 37.952149, -107.044716 37.949323, -107.041363 37.948681, -107.036096 37.94938, -107.033206 37.950081, -107.031547 37.951052, -107.030564 37.953064999999995, -107.027078 37.954335, -107.02550600000001 37.954501, -107.022918 37.953792, -107.020843 37.952313, -107.017542 37.949017999999995, -107.011181 37.946961, -107.008973 37.946522, -107.007654 37.947292, -107.006756 37.949203, -107.006695 37.954104, -107.005624 37.956721, -107.000602 37.956041, -106.997749 37.957319, -106.996866 37.960392, -106.989807 37.961031999999996, -106.988326 37.962073, -106.986934 37.969438, -106.985848 37.969042, -106.977922 37.969088, -106.969921 37.973135, -106.967981 37.975038999999995, -106.964013 37.972522, -106.962453 37.972317, -106.961355 37.967952, -106.955369 37.965016999999996, -106.952444 37.961853, -106.952365 37.957446999999995, -106.949091 37.956694999999996, -106.946317 37.954004999999995, -106.941519 37.954259, -106.937356 37.956647, -106.935406 37.958785999999996, -106.935258 37.960363, -106.930141 37.963298, -106.924187 37.964869, -106.920734 37.966432999999995, -106.920312 37.967431, -106.91675 37.966436, -106.911579 37.966477999999995, -106.908668 37.964053, -106.905199 37.963901, -106.897834 37.967891, -106.89456 37.967104, -106.889603 37.961870999999995, -106.882751 37.961534, -106.881367 37.96224, -106.879167 37.96111, -106.878341 37.9585, -106.879147 37.956401, -106.87988 37.949861, -106.877136 37.948582, -106.874352 37.942685, -106.871403 37.941894, -106.86976 37.941454, -106.868681 37.937937, -106.866253 37.934090999999995, -106.864198 37.933245, -106.859248 37.928578, -106.852897 37.923884, -106.84727 37.91917, -106.841503 37.918890999999995, -106.833984 37.918914, -106.82994 37.917894, -106.82452 37.91873, -106.818427 37.914038999999995, -106.807937 37.915381, -106.80685 37.914822, -106.801026 37.913699, -106.795425 37.909621, -106.78343699999999 37.899532, -106.778537 37.894861999999996, -106.773066 37.885574999999996, -106.75582299999999 37.880624, -106.750597 37.881491, -106.736666 37.887881, -106.722903 37.874998999999995, -106.718664 37.872848999999995, -106.71467799999999 37.871901, -106.710286 37.872568, -106.707247 37.873911, -106.704484 37.875844, -106.70154 37.876354, -106.697161 37.876111, -106.693523 37.873519, -106.693751 37.848327, -106.693845 37.835243999999996, -106.694692 37.751318, -106.695251 37.750001999999995, -106.695638 37.664271, -106.711624 37.664273, -106.711835 37.632290999999995, -106.710775 37.404227999999996)))",702,108079,Mineral,15,671,9,5,1,0,0,1,327,375,7,0,14,7,52,20,12,28,7,33,78,89,114,65,105,32,14,25,26,54,60.3,363,220,143,138,5,1311,363,948,305,58,622,24,361,237,52750,67083,42539,1982,684,707,273600,688,7,7,194,488,6,14,695,651,17,21,6,0,361,254,241,13,6,6,0,2,48,0,51,310,160,64,43,19,21,3,695,37,0,0,0,11,8,14,4,658,0,222,232,239,203,100,75,34,206,305,45,11,20,54,8,35,45,11,45,20,11,58,0,8,22,7,0,4,0,0,17,702,47,163,26,241,0,13,1.83,89,33,38,19,29,53,55,29,5,6,7,702,129,681,391,391,370,21,0,290,702
"MULTIPOLYGON (((-109.04183664011401 38.1530220851945, -109.041762 38.16469, -109.054648 38.244921, -109.060062 38.275489, -109.059962 38.499987, -108.89364499999999 38.499987, -108.601024 38.499987999999995, -108.583682 38.499987999999995, -108.38116600000001 38.499987, -108.379136 38.499987, -108.378665 38.502196999999995, -108.378698 38.668096999999996, -108.155213 38.668501, -108.09584 38.668509, -108.05886699999999 38.668393, -107.999113 38.668473999999996, -107.998889 38.668476, -107.940648 38.668330999999995, -107.84856 38.668113, -107.751192 38.668051, -107.749177 38.66826, -107.500655 38.668552999999996, -107.500614 38.446765, -107.500614 38.445584, -107.500613 38.434892999999995, -107.500402 38.432652999999995, -107.500035 38.310317999999995, -107.50002 38.301926, -107.63504 38.301896, -107.634993 38.303993, -107.632988 38.309518, -107.634777 38.311155, -107.636497 38.316154, -107.633666 38.322126999999995, -107.630962 38.325679, -107.633627 38.329884, -107.635697 38.332148, -107.770775 38.332238, -107.783127 38.332232, -107.856089 38.332214, -107.866597 38.332204999999995, -107.875618 38.332778, -107.957265 38.332575999999996, -108.00062199999999 38.332495, -108.011681 38.331961, -108.13238 38.331573, -108.131867 38.322807999999995, -108.131748 38.320755999999996, -108.123683 38.320927999999995, -108.123269 38.313635, -108.10481899999999 38.313718, -108.104161 38.284179, -108.08635 38.284334, -108.086691 38.275748, -108.08721800000001 38.262553, -108.086604 38.255202, -108.011531 38.255261, -108.011531 38.248203, -107.984084 38.248385999999996, -107.984184 38.233936, -107.965419 38.234015, -107.965408 38.226509, -107.947142 38.226476999999996, -107.94702 38.218947, -107.937588 38.218992, -107.938057 38.18061, -107.938145 38.173936, -107.947744 38.173767, -107.946963 38.152491, -107.965789 38.152328, -108.027929 38.152636, -108.11614 38.152252, -108.126073 38.152701, -108.239728 38.152504, -108.241762 38.152512, -108.248201 38.152532, -108.250635 38.152792999999996, -108.389871 38.152992999999995, -108.399289 38.153135, -108.486665 38.153214999999996, -108.491724 38.153209, -108.521552 38.153302, -108.539592 38.152649, -108.625649 38.153298, -108.63166 38.153093, -108.652213 38.153068999999995, -108.741856 38.15316, -108.88065399999999 38.154047999999996, -108.906749 38.154959, -108.906749 38.153292, -108.942142 38.15371, -109.04183664011401 38.1530220851945)))",40994,108085,Montrose,8037,31799,186,74,227,49,33,589,20134,20860,2533,3025,2669,2473,1937,2233,2165,2188,2632,2818,3126,2892,2889,2294,1853,1518,894,855,9985,2652,42.6,16732,11646,5086,4228,858,18178,16732,1446,12406,4326,28357,4262,17549,6546,47139,54471,23018,1985,652,816,200900,37990,748,2256,18954,18750,286,3004,40592,33891,3506,1591,1349,255,17689,15885,13094,2791,24,24,0,60,386,235,1099,16590,4416,6554,2109,1096,839,1576,39618,9350,740,863,2088,2177,2397,896,189,30268,8,4182,3750,2106,3581,1298,920,397,1936,12406,1311,876,1400,2588,1908,1297,1437,777,593,72,147,4326,511,575,780,674,983,214,61,65,463,40368,5565,10753,9788,7209,1927,710,2.41,3166,1843,1957,1799,1890,1845,2206,1025,408,311,282,40552,5649,32334,20137,20124,18110,2014,13,12197,40552
