year,county,total,male,female,over18,under19,under19_male,under19_female,over18_male,over18_female
2021.0,KIOWA,1462.0,716.0,748.0,1135.0,327.0,161.0,167.0,555.0,581.0
2021.0,KIT CARSON,7025.0,3735.0,3287.0,5349.0,1676.0,846.0,828.0,2889.0,2459.0
2021.0,LA PLATA,55795.0,28161.0,27632.0,44478.0,11317.0,5812.0,5507.0,22349.0,22125.0
2021.0,LAKE,7383.0,3865.0,3510.0,5549.0,1834.0,923.0,908.0,2942.0,2602.0
2021.0,LARIMER,362618.0,180058.0,182556.0,284859.0,77759.0,39622.0,38139.0,140436.0,144417.0
2021.0,LAS ANIMAS,14443.0,7361.0,7073.0,11601.0,2842.0,1461.0,1379.0,5900.0,5694.0
2021.0,LINCOLN,5677.0,3241.0,2434.0,4485.0,1192.0,619.0,573.0,2622.0,1861.0
2021.0,LOGAN,21333.0,11977.0,9357.0,17180.0,4153.0,2127.0,2026.0,9850.0,7331.0
2021.0,MESA,156704.0,77925.0,78770.0,121059.0,35645.0,18135.0,17507.0,59790.0,61263.0
2021.0,MINERAL,885.0,451.0,436.0,743.0,142.0,70.0,74.0,381.0,362.0
2021.0,MOFFAT,13300.0,6767.0,6531.0,9787.0,3513.0,1831.0,1683.0,4936.0,4848.0
2021.0,MONTEZUMA,25860.0,12729.0,13129.0,19998.0,5862.0,3016.0,2846.0,9713.0,10283.0
2021.0,MONTROSE,43302.0,21282.0,22024.0,33834.0,9468.0,4864.0,4606.0,16418.0,17418.0
2021.0,MORGAN,29081.0,14369.0,14722.0,20969.0,8112.0,4099.0,4011.0,10270.0,10711.0
2021.0,OTERO,18703.0,9159.0,9550.0,14051.0,4652.0,2377.0,2278.0,6782.0,7272.0
2021.0,OURAY,4869.0,2428.0,2440.0,4065.0,804.0,411.0,392.0,2017.0,2048.0
2021.0,PARK,17352.0,8895.0,8459.0,14223.0,3129.0,1603.0,1527.0,7292.0,6932.0
2021.0,PHILLIPS,4555.0,2246.0,2301.0,3432.0,1123.0,567.0,553.0,1679.0,1748.0
2021.0,PITKIN,17308.0,9032.0,8273.0,14769.0,2539.0,1309.0,1227.0,7723.0,7046.0
2021.0,PROWERS,12015.0,5937.0,6081.0,8718.0,3297.0,1699.0,1599.0,4238.0,4482.0
2021.0,PUEBLO,169373.0,83375.0,85993.0,130817.0,38556.0,19789.0,18765.0,63586.0,67228.0
2021.0,RIO BLANCO,6538.0,3329.0,3207.0,4962.0,1576.0,818.0,761.0,2511.0,2446.0
2021.0,RIO GRANDE,11511.0,5653.0,5854.0,8739.0,2772.0,1431.0,1342.0,4222.0,4512.0
2021.0,ROUTT,24727.0,12802.0,11920.0,19653.0,5074.0,2566.0,2512.0,10236.0,9408.0
2021.0,SAGUACHE,6470.0,3254.0,3214.0,5035.0,1435.0,716.0,718.0,2538.0,2496.0
2021.0,SAN JUAN,704.0,378.0,329.0,589.0,115.0,65.0,49.0,313.0,280.0
2021.0,SAN MIGUEL,8079.0,4236.0,3838.0,6393.0,1686.0,860.0,827.0,3376.0,3011.0
2021.0,SEDGWICK,2397.0,1184.0,1210.0,1892.0,505.0,250.0,254.0,934.0,956.0
2021.0,SUMMIT,30835.0,16413.0,14429.0,26300.0,4535.0,2343.0,2195.0,14070.0,12234.0
2021.0,TELLER,24879.0,12475.0,12409.0,20403.0,4476.0,2293.0,2182.0,10182.0,10227.0
2021.0,WASHINGTON,4819.0,2472.0,2353.0,3760.0,1059.0,542.0,514.0,1930.0,1839.0
2021.0,WELD,340019.0,170096.0,169923.0,248199.0,91820.0,46620.0,45202.0,123476.0,124721.0
2021.0,YUMA,9997.0,4948.0,5039.0,7226.0,2771.0,1362.0,1407.0,3586.0,3632.0
2022.0,ADAMS,529891.0,265531.0,264363.0,393039.0,136852.0,70089.0,66761.0,195442.0,197602.0
2022.0,ALAMOSA,16520.0,8242.0,8274.0,11997.0,4523.0,2314.0,2211.0,5928.0,6063.0
2022.0,ARAPAHOE,665144.0,327261.0,337877.0,508270.0,156874.0,80354.0,76520.0,246907.0,261357.0
2022.0,ARCHULETA,13693.0,6806.0,6892.0,11143.0,2550.0,1326.0,1223.0,5480.0,5669.0
2022.0,BACA,3420.0,1699.0,1718.0,2641.0,779.0,385.0,390.0,1314.0,1328.0
2022.0,BENT,5566.0,3536.0,2042.0,4700.0,866.0,441.0,427.0,3095.0,1615.0
2022.0,BOULDER,334015.0,167627.0,166396.0,269741.0,64274.0,32714.0,31560.0,134913.0,134836.0
2022.0,BROOMFIELD,78202.0,38957.0,39246.0,61394.0,16808.0,8520.0,8288.0,30437.0,30958.0
2022.0,CHAFFEE,19734.0,10314.0,9416.0,16362.0,3372.0,1718.0,1650.0,8596.0,7766.0
2022.0,CHEYENNE,1734.0,866.0,870.0,1287.0,447.0,224.0,224.0,642.0,646.0
2022.0,CLEAR CREEK,9405.0,4815.0,4594.0,7620.0,1785.0,917.0,867.0,3898.0,3727.0
2022.0,CONEJOS,7296.0,3618.0,3675.0,5345.0,1951.0,980.0,968.0,2638.0,2707.0
2022.0,COSTILLA,3449.0,1752.0,1697.0,2746.0,703.0,372.0,332.0,1380.0,1365.0
2022.0,CROWLEY,5882.0,3986.0,1890.0,5127.0,755.0,375.0,377.0,3611.0,1513.0
2022.0,CUSTER,4703.0,2363.0,2345.0,3994.0,709.0,354.0,357.0,2009.0,1988.0
2022.0,DELTA,31180.0,15580.0,15607.0,25110.0,6070.0,3072.0,2998.0,12508.0,12609.0
2022.0,DENVER,733279.0,367892.0,365389.0,592433.0,140846.0,72231.0,68618.0,295661.0,296771.0
2022.0,DOLORES,2080.0,1048.0,1031.0,1658.0,422.0,201.0,219.0,847.0,812.0
2022.0,DOUGLAS,373735.0,184511.0,189219.0,289896.0,83839.0,42821.0,41020.0,141690.0,148199.0
2022.0,EAGLE,56227.0,29379.0,26861.0,44822.0,11405.0,5790.0,5620.0,23589.0,21241.0
2022.0,EL PASO,746683.0,374160.0,372521.0,562398.0,184285.0,95041.0,89242.0,279119.0,283279.0
2022.0,ELBERT,27262.0,13472.0,13792.0,21586.0,5676.0,2872.0,2802.0,10600.0,10990.0
2022.0,FREMONT,48927.0,28027.0,20901.0,40666.0,8261.0,4191.0,4072.0,23836.0,16829.0
2022.0,GARFIELD,63121.0,32269.0,30856.0,48165.0,14956.0,7661.0,7298.0,24608.0,23558.0
2022.0,GILPIN,5810.0,2995.0,2805.0,4787.0,1023.0,519.0,502.0,2476.0,2303.0
2022.0,GRAND,15860.0,8293.0,7572.0,12742.0,3118.0,1562.0,1557.0,6731.0,6015.0
2022.0,GUNNISON,17051.0,9085.0,7968.0,13576.0,3475.0,1817.0,1659.0,7268.0,6309.0
2022.0,HINSDALE,794.0,406.0,394.0,646.0,148.0,78.0,70.0,328.0,324.0
2022.0,HUERFANO,6793.0,3319.0,3466.0,5651.0,1142.0,591.0,550.0,2728.0,2916.0
2022.0,JACKSON,1358.0,694.0,656.0,1097.0,261.0,137.0,119.0,557.0,537.0
2022.0,JEFFERSON,586506.0,290562.0,295940.0,466932.0,119574.0,61098.0,58479.0,229464.0,237461.0
2022.0,KIOWA,1453.0,712.0,740.0,1121.0,332.0,164.0,167.0,548.0,573.0
2022.0,KIT CARSON,7017.0,3735.0,3287.0,5318.0,1699.0,853.0,840.0,2882.0,2447.0
2022.0,LA PLATA,56705.0,28601.0,28106.0,45346.0,11359.0,5822.0,5534.0,22779.0,22572.0
2022.0,LAKE,7443.0,3902.0,3548.0,5591.0,1852.0,933.0,923.0,2969.0,2625.0
2022.0,LARIMER,367183.0,182335.0,184845.0,289082.0,78101.0,39815.0,38282.0,142520.0,146563.0
2022.0,LAS ANIMAS,14402.0,7347.0,7060.0,11575.0,2827.0,1457.0,1372.0,5890.0,5688.0
2022.0,LINCOLN,5746.0,3276.0,2474.0,4519.0,1227.0,638.0,587.0,2638.0,1887.0
2022.0,LOGAN,21433.0,12031.0,9413.0,17294.0,4139.0,2111.0,2027.0,9920.0,7386.0
2022.0,MESA,158045.0,78599.0,79446.0,122494.0,35551.0,18061.0,17491.0,60538.0,61955.0
2022.0,MINERAL,901.0,455.0,438.0,760.0,141.0,68.0,72.0,387.0,366.0
2022.0,MOFFAT,13243.0,6738.0,6513.0,9747.0,3496.0,1832.0,1668.0,4906.0,4845.0
2022.0,MONTEZUMA,26034.0,12805.0,13220.0,20186.0,5848.0,3012.0,2832.0,9793.0,10388.0
2022.0,MONTROSE,43799.0,21525.0,22280.0,34354.0,9445.0,4848.0,4598.0,16677.0,17682.0
2022.0,MORGAN,29361.0,14498.0,14855.0,21193.0,8168.0,4134.0,4034.0,10364.0,10821.0
2022.0,OTERO,18608.0,9105.0,9500.0,14029.0,4579.0,2335.0,2242.0,6770.0,7258.0
2022.0,OURAY,4888.0,2438.0,2448.0,4072.0,816.0,416.0,402.0,2022.0,2046.0
2022.0,PARK,17519.0,8975.0,8551.0,14366.0,3153.0,1617.0,1536.0,7358.0,7015.0
2022.0,PHILLIPS,4540.0,2248.0,2301.0,3417.0,1123.0,576.0,552.0,1672.0,1749.0
2022.0,PITKIN,17318.0,9026.0,8284.0,14820.0,2498.0,1294.0,1204.0,7732.0,7080.0
2022.0,PROWERS,11973.0,5913.0,6063.0,8711.0,3262.0,1682.0,1582.0,4231.0,4481.0
2022.0,PUEBLO,170004.0,83665.0,86328.0,131819.0,38185.0,19594.0,18590.0,64071.0,67738.0
2022.0,RIO BLANCO,6522.0,3318.0,3198.0,4950.0,1572.0,808.0,764.0,2510.0,2434.0
2022.0,RIO GRANDE,11500.0,5639.0,5856.0,8759.0,2741.0,1402.0,1339.0,4237.0,4517.0
2022.0,ROUTT,25069.0,12958.0,12113.0,19925.0,5144.0,2601.0,2544.0,10357.0,9569.0
2022.0,SAGUACHE,6479.0,3259.0,3218.0,5048.0,1431.0,719.0,712.0,2540.0,2506.0
2022.0,SAN JUAN,708.0,376.0,334.0,595.0,113.0,64.0,51.0,312.0,283.0
2022.0,SAN MIGUEL,8194.0,4287.0,3900.0,6480.0,1714.0,874.0,839.0,3413.0,3061.0
2022.0,SEDGWICK,2400.0,1186.0,1211.0,1890.0,510.0,254.0,254.0,932.0,957.0
2022.0,SUMMIT,31048.0,16501.0,14551.0,26529.0,4519.0,2325.0,2196.0,14176.0,12355.0
2022.0,TELLER,25169.0,12600.0,12570.0,20667.0,4502.0,2302.0,2201.0,10298.0,10369.0
2022.0,WASHINGTON,4837.0,2477.0,2360.0,3784.0,1053.0,543.0,508.0,1934.0,1852.0
2022.0,WELD,347858.0,174023.0,173834.0,254867.0,92991.0,47245.0,45741.0,126778.0,128093.0
2022.0,YUMA,10010.0,4955.0,5043.0,7234.0,2776.0,1362.0,1411.0,3593.0,3632.0
2023.0,ADAMS,536458.0,268749.0,267712.0,400051.0,136407.0,69880.0,66528.0,198869.0,201184.0
2023.0,ALAMOSA,16598.0,8283.0,8315.0,12078.0,4520.0,2304.0,2216.0,5979.0,6099.0
2023.0,ARAPAHOE,672827.0,331065.0,341763.0,516333.0,156494.0,80170.0,76326.0,250895.0,265437.0
2023.0,ARCHULETA,13863.0,6873.0,6985.0,11312.0,2551.0,1321.0,1229.0,5552.0,5756.0
2023.0,BACA,3394.0,1694.0,1702.0,2614.0,780.0,389.0,392.0,1305.0,1310.0
2023.0,BENT,5552.0,3514.0,2028.0,4683.0,869.0,438.0,431.0,3076.0,1597.0
2023.0,BOULDER,335344.0,168255.0,167082.0,272212.0,63132.0,32137.0,30991.0,136118.0,136091.0
2023.0,BROOMFIELD,80469.0,40111.0,40363.0,63478.0,16991.0,8625.0,8368.0,31486.0,31995.0
2023.0,CHAFFEE,19871.0,10373.0,9496.0,16489.0,3382.0,1729.0,1653.0,8644.0,7843.0
2023.0,CHEYENNE,1737.0,867.0,869.0,1283.0,454.0,229.0,224.0,638.0,645.0
2023.0,CLEAR CREEK,9449.0,4831.0,4619.0,7644.0,1805.0,924.0,882.0,3907.0,3737.0
2023.0,CONEJOS,7269.0,3611.0,3662.0,5333.0,1936.0,983.0,958.0,2628.0,2704.0
2023.0,COSTILLA,3437.0,1741.0,1693.0,2730.0,707.0,368.0,337.0,1373.0,1356.0
2023.0,CROWLEY,5904.0,4010.0,1900.0,5157.0,747.0,375.0,374.0,3635.0,1526.0
2023.0,CUSTER,4688.0,2350.0,2334.0,3985.0,703.0,349.0,355.0,2001.0,1979.0
2023.0,DELTA,31336.0,15638.0,15690.0,25323.0,6013.0,3054.0,2954.0,12584.0,12736.0
2023.0,DENVER,743932.0,373284.0,370639.0,603661.0,140271.0,71995.0,68273.0,301289.0,302366.0
2023.0,DOLORES,2069.0,1037.0,1025.0,1660.0,409.0,199.0,211.0,838.0,814.0
2023.0,DOUGLAS,378976.0,187075.0,191901.0,296612.0,82364.0,42072.0,40294.0,145003.0,151607.0
2023.0,EAGLE,56766.0,29613.0,27146.0,45453.0,11313.0,5745.0,5565.0,23868.0,21581.0
2023.0,EL PASO,756951.0,379632.0,377320.0,571944.0,185007.0,95446.0,89559.0,284186.0,287761.0
2023.0,ELBERT,28167.0,13918.0,14253.0,22287.0,5880.0,2981.0,2899.0,10937.0,11354.0
2023.0,FREMONT,48895.0,28010.0,20882.0,40647.0,8248.0,4187.0,4059.0,23823.0,16823.0
2023.0,GARFIELD,63991.0,32681.0,31305.0,49094.0,14897.0,7619.0,7277.0,25062.0,24028.0
2023.0,GILPIN,5793.0,2991.0,2804.0,4801.0,992.0,508.0,482.0,2483.0,2322.0
2023.0,GRAND,16032.0,8365.0,7673.0,12896.0,3136.0,1577.0,1559.0,6788.0,6114.0
2023.0,GUNNISON,17187.0,9137.0,8042.0,13716.0,3471.0,1819.0,1652.0,7318.0,6390.0
2023.0,HINSDALE,797.0,403.0,397.0,649.0,148.0,76.0,72.0,327.0,325.0
2023.0,HUERFANO,6775.0,3313.0,3467.0,5640.0,1135.0,588.0,552.0,2725.0,2915.0
2023.0,JACKSON,1346.0,688.0,655.0,1088.0,258.0,139.0,116.0,549.0,539.0
2023.0,JEFFERSON,590163.0,292242.0,297915.0,471379.0,118784.0,60689.0,58098.0,231553.0,239817.0
2023.0,KIOWA,1454.0,714.0,738.0,1115.0,339.0,165.0,173.0,549.0,565.0
2023.0,KIT CARSON,7025.0,3734.0,3291.0,5308.0,1717.0,860.0,852.0,2874.0,2439.0
2023.0,LA PLATA,57830.0,29138.0,28685.0,46419.0,11411.0,5845.0,5566.0,23293.0,23119.0
2023.0,LAKE,7519.0,3930.0,3591.0,5650.0,1869.0,945.0,925.0,2985.0,2666.0
2023.0,LARIMER,372573.0,185030.0,187539.0,294060.0,78513.0,40017.0,38495.0,145013.0,149044.0
2023.0,LAS ANIMAS,14369.0,7327.0,7047.0,11576.0,2793.0,1444.0,1352.0,5883.0,5695.0
2023.0,LINCOLN,5791.0,3298.0,2491.0,4541.0,1250.0,652.0,597.0,2646.0,1894.0
2023.0,LOGAN,21549.0,12087.0,9460.0,17419.0,4130.0,2106.0,2025.0,9981.0,7435.0
2023.0,MESA,159725.0,79428.0,80293.0,124237.0,35488.0,18009.0,17478.0,61419.0,62815.0
2023.0,MINERAL,907.0,452.0,448.0,766.0,141.0,68.0,71.0,384.0,377.0
2023.0,MOFFAT,13198.0,6707.0,6488.0,9734.0,3464.0,1816.0,1650.0,4891.0,4838.0
2023.0,MONTEZUMA,26225.0,12901.0,13328.0,20377.0,5848.0,3017.0,2838.0,9884.0,10490.0
2023.0,MONTROSE,44375.0,21799.0,22575.0,34940.0,9435.0,4830.0,4603.0,16969.0,17972.0
2023.0,MORGAN,29610.0,14628.0,14991.0,21383.0,8227.0,4162.0,4067.0,10466.0,10924.0
2023.0,OTERO,18507.0,9050.0,9453.0,14001.0,4506.0,2290.0,2215.0,6760.0,7238.0
2023.0,OURAY,4908.0,2445.0,2460.0,4080.0,828.0,421.0,404.0,2024.0,2056.0
2023.0,PARK,17721.0,9057.0,8665.0,14542.0,3179.0,1630.0,1552.0,7427.0,7113.0
2023.0,PHILLIPS,4540.0,2246.0,2296.0,3413.0,1127.0,573.0,556.0,1673.0,1740.0
2023.0,PITKIN,17353.0,9034.0,8319.0,14882.0,2471.0,1282.0,1187.0,7752.0,7132.0
2023.0,PROWERS,11935.0,5891.0,6039.0,8717.0,3218.0,1656.0,1561.0,4235.0,4478.0
2023.0,PUEBLO,171021.0,84164.0,86857.0,133077.0,37944.0,19446.0,18498.0,64718.0,68359.0
2023.0,RIO BLANCO,6507.0,3312.0,3198.0,4945.0,1562.0,798.0,765.0,2514.0,2433.0
2023.0,RIO GRANDE,11501.0,5644.0,5860.0,8783.0,2718.0,1383.0,1334.0,4261.0,4526.0
2023.0,ROUTT,25522.0,13168.0,12360.0,20292.0,5230.0,2650.0,2584.0,10518.0,9776.0
2023.0,SAGUACHE,6506.0,3266.0,3235.0,5063.0,1443.0,726.0,717.0,2540.0,2518.0
2023.0,SAN JUAN,700.0,371.0,333.0,591.0,109.0,59.0,49.0,312.0,284.0
2023.0,SAN MIGUEL,8366.0,4376.0,4001.0,6619.0,1747.0,893.0,857.0,3483.0,3144.0
2023.0,SEDGWICK,2414.0,1199.0,1222.0,1894.0,520.0,262.0,259.0,937.0,963.0
2023.0,SUMMIT,31242.0,16586.0,14661.0,26731.0,4511.0,2313.0,2199.0,14273.0,12462.0
2023.0,TELLER,25456.0,12727.0,12722.0,20918.0,4538.0,2314.0,2221.0,10413.0,10501.0
2023.0,WASHINGTON,4847.0,2486.0,2367.0,3803.0,1044.0,538.0,507.0,1948.0,1860.0
2023.0,WELD,356703.0,178457.0,178243.0,262378.0,94325.0,47905.0,46419.0,130552.0,131824.0
2023.0,YUMA,10027.0,4969.0,5060.0,7246.0,2781.0,1369.0,1413.0,3600.0,3647.0
2024.0,ADAMS,544466.0,272692.0,271782.0,408239.0,136227.0,69806.0,66422.0,202886.0,205360.0
2024.0,ALAMOSA,16634.0,8298.0,8338.0,12152.0,4482.0,2287.0,2198.0,6011.0,6140.0
2024.0,ARAPAHOE,680586.0,334897.0,345685.0,524315.0,156271.0,80006.0,76263.0,254891.0,269422.0
2024.0,ARCHULETA,14033.0,6956.0,7076.0,11483.0,2550.0,1318.0,1231.0,5638.0,5845.0
2024.0,BACA,3370.0,1679.0,1686.0,2590.0,780.0,392.0,387.0,1287.0,1299.0
2024.0,BENT,5539.0,3510.0,2026.0,4669.0,870.0,439.0,430.0,3071.0,1596.0
2024.0,BOULDER,337299.0,169213.0,168088.0,275124.0,62175.0,31674.0,30503.0,137539.0,137585.0
2024.0,BROOMFIELD,82649.0,41222.0,41429.0,65484.0,17165.0,8719.0,8445.0,32503.0,32984.0
2024.0,CHAFFEE,19992.0,10433.0,9564.0,16601.0,3391.0,1734.0,1658.0,8699.0,7906.0
2024.0,CHEYENNE,1732.0,871.0,868.0,1279.0,453.0,233.0,222.0,638.0,646.0
2024.0,CLEAR CREEK,9484.0,4847.0,4639.0,7671.0,1813.0,927.0,889.0,3920.0,3750.0
2024.0,CONEJOS,7250.0,3597.0,3656.0,5334.0,1916.0,974.0,942.0,2623.0,2714.0
2024.0,COSTILLA,3416.0,1728.0,1686.0,2719.0,697.0,363.0,337.0,1365.0,1349.0
2024.0,CROWLEY,5927.0,4027.0,1910.0,5177.0,750.0,378.0,375.0,3649.0,1535.0
2024.0,CUSTER,4667.0,2325.0,2331.0,3980.0,687.0,340.0,348.0,1985.0,1983.0
2024.0,DELTA,31484.0,15703.0,15773.0,25530.0,5954.0,3032.0,2919.0,12671.0,12854.0
2024.0,DENVER,752764.0,377757.0,375006.0,613254.0,139510.0,71645.0,67864.0,306112.0,307142.0
2024.0,DOLORES,2057.0,1034.0,1029.0,1655.0,402.0,193.0,207.0,841.0,822.0
2024.0,DOUGLAS,384634.0,189832.0,194801.0,303323.0,81311.0,41561.0,39748.0,148271.0,155053.0
2024.0,EAGLE,57189.0,29804.0,27382.0,45975.0,11214.0,5707.0,5508.0,24097.0,21874.0
2024.0,EL PASO,767252.0,385149.0,382103.0,581536.0,185716.0,95862.0,89852.0,289287.0,292251.0
2024.0,ELBERT,29068.0,14354.0,14711.0,22965.0,6103.0,3091.0,3010.0,11263.0,11701.0
2024.0,FREMONT,48874.0,27999.0,20877.0,40631.0,8243.0,4195.0,4049.0,23804.0,16828.0
2024.0,GARFIELD,64873.0,33110.0,31764.0,50011.0,14862.0,7599.0,7263.0,25511.0,24501.0
2024.0,GILPIN,5778.0,2980.0,2802.0,4811.0,967.0,496.0,472.0,2484.0,2330.0
2024.0,GRAND,16171.0,8415.0,7747.0,13018.0,3153.0,1592.0,1561.0,6823.0,6186.0
2024.0,GUNNISON,17303.0,9197.0,8105.0,13829.0,3474.0,1815.0,1662.0,7382.0,6443.0
2024.0,HINSDALE,808.0,404.0,398.0,658.0,150.0,76.0,72.0,328.0,326.0
2024.0,HUERFANO,6763.0,3307.0,3467.0,5628.0,1135.0,580.0,555.0,2727.0,2912.0
2024.0,JACKSON,1330.0,682.0,649.0,1071.0,259.0,138.0,119.0,544.0,530.0
2024.0,JEFFERSON,593619.0,293821.0,299802.0,475532.0,118087.0,60296.0,57791.0,233525.0,242011.0
2024.0,KIOWA,1450.0,709.0,741.0,1104.0,346.0,165.0,180.0,544.0,561.0
2024.0,KIT CARSON,7021.0,3734.0,3293.0,5290.0,1731.0,868.0,864.0,2866.0,2429.0
2024.0,LA PLATA,58935.0,29671.0,29256.0,47458.0,11477.0,5868.0,5606.0,23803.0,23650.0
2024.0,LAKE,7590.0,3970.0,3630.0,5704.0,1886.0,958.0,931.0,3012.0,2699.0
2024.0,LARIMER,378059.0,187769.0,190285.0,299071.0,78988.0,40284.0,38705.0,147485.0,151580.0
2024.0,LAS ANIMAS,14340.0,7306.0,7032.0,11574.0,2766.0,1430.0,1334.0,5876.0,5698.0
2024.0,LINCOLN,5825.0,3317.0,2508.0,4556.0,1269.0,659.0,607.0,2658.0,1901.0
2024.0,LOGAN,21661.0,12141.0,9523.0,17545.0,4116.0,2093.0,2023.0,10048.0,7500.0
2024.0,MESA,161643.0,80389.0,81257.0,126173.0,35470.0,18014.0,17457.0,62375.0,63800.0
2024.0,MINERAL,915.0,452.0,452.0,770.0,145.0,68.0,72.0,384.0,380.0
2024.0,MOFFAT,13137.0,6679.0,6464.0,9713.0,3424.0,1794.0,1630.0,4885.0,4834.0
2024.0,MONTEZUMA,26432.0,12995.0,13442.0,20578.0,5854.0,3009.0,2848.0,9986.0,10594.0
2024.0,MONTROSE,44937.0,22075.0,22862.0,35494.0,9443.0,4826.0,4618.0,17249.0,18244.0
2024.0,MORGAN,29882.0,14750.0,15125.0,21607.0,8275.0,4184.0,4092.0,10566.0,11033.0
2024.0,OTERO,18399.0,9003.0,9401.0,13982.0,4417.0,2246.0,2175.0,6757.0,7226.0
2024.0,OURAY,4933.0,2459.0,2472.0,4086.0,847.0,434.0,413.0,2025.0,2059.0
2024.0,PARK,17911.0,9140.0,8778.0,14700.0,3211.0,1641.0,1572.0,7499.0,7206.0
2024.0,PHILLIPS,4539.0,2246.0,2292.0,3411.0,1128.0,569.0,556.0,1677.0,1736.0
2024.0,PITKIN,17386.0,9035.0,8347.0,14923.0,2463.0,1262.0,1198.0,7773.0,7149.0
2024.0,PROWERS,11879.0,5864.0,6018.0,8697.0,3182.0,1635.0,1549.0,4229.0,4469.0
2024.0,PUEBLO,172135.0,84699.0,87435.0,134373.0,37762.0,19328.0,18434.0,65371.0,69001.0
2024.0,RIO BLANCO,6492.0,3302.0,3191.0,4942.0,1550.0,794.0,756.0,2508.0,2435.0
2024.0,RIO GRANDE,11506.0,5636.0,5868.0,8802.0,2704.0,1382.0,1325.0,4254.0,4543.0
2024.0,ROUTT,26057.0,13415.0,12640.0,20708.0,5349.0,2703.0,2643.0,10712.0,9997.0
2024.0,SAGUACHE,6522.0,3272.0,3251.0,5071.0,1451.0,733.0,714.0,2539.0,2537.0
2024.0,SAN JUAN,693.0,371.0,330.0,588.0,105.0,59.0,49.0,312.0,281.0
2024.0,SAN MIGUEL,8539.0,4445.0,4095.0,6749.0,1790.0,914.0,874.0,3531.0,3221.0
2024.0,SEDGWICK,2425.0,1201.0,1226.0,1902.0,523.0,264.0,260.0,937.0,966.0
2024.0,SUMMIT,31424.0,16657.0,14770.0,26934.0,4490.0,2302.0,2194.0,14355.0,12576.0
2024.0,TELLER,25749.0,12859.0,12897.0,21188.0,4561.0,2317.0,2244.0,10542.0,10653.0
2024.0,WASHINGTON,4867.0,2491.0,2373.0,3822.0,1045.0,538.0,507.0,1953.0,1866.0
2024.0,WELD,364876.0,182555.0,182322.0,269476.0,95400.0,48452.0,46949.0,134103.0,135373.0
2024.0,YUMA,10050.0,4987.0,5075.0,7263.0,2787.0,1379.0,1410.0,3608.0,3665.0
2025.0,ADAMS,552929.0,276852.0,276076.0,416813.0,136116.0,69725.0,66391.0,207127.0,209685.0
2025.0,ALAMOSA,16661.0,8307.0,8352.0,12218.0,4443.0,2261.0,2181.0,6046.0,6171.0
2025.0,ARAPAHOE,688688.0,338888.0,349798.0,532459.0,156229.0,79940.0,76291.0,258948.0,273507.0
2025.0,ARCHULETA,14198.0,7030.0,7171.0,11642.0,2556.0,1322.0,1235.0,5708.0,5936.0
2025.0,BACA,3342.0,1674.0,1675.0,2568.0,774.0,388.0,387.0,1286.0,1288.0
2025.0,BENT,5534.0,3506.0,2025.0,4665.0,869.0,443.0,428.0,3063.0,1597.0
2025.0,BOULDER,339366.0,170216.0,169148.0,277988.0,61378.0,31241.0,30138.0,138975.0,139010.0
2025.0,BROOMFIELD,85028.0,42423.0,42596.0,67609.0,17419.0,8846.0,8570.0,33577.0,34026.0
2025.0,CHAFFEE,20126.0,10494.0,9637.0,16731.0,3395.0,1736.0,1665.0,8758.0,7972.0
2025.0,CHEYENNE,1743.0,875.0,870.0,1290.0,453.0,228.0,224.0,647.0,646.0
2025.0,CLEAR CREEK,9530.0,4861.0,4670.0,7705.0,1825.0,922.0,903.0,3939.0,3767.0
2025.0,CONEJOS,7234.0,3590.0,3645.0,5338.0,1896.0,963.0,931.0,2627.0,2714.0
2025.0,COSTILLA,3394.0,1717.0,1677.0,2706.0,688.0,350.0,336.0,1367.0,1341.0
2025.0,CROWLEY,5964.0,4052.0,1913.0,5202.0,762.0,385.0,376.0,3667.0,1537.0
2025.0,CUSTER,4647.0,2317.0,2323.0,3959.0,688.0,340.0,345.0,1977.0,1978.0
2025.0,DELTA,31678.0,15797.0,15882.0,25770.0,5908.0,3017.0,2894.0,12780.0,12988.0
2025.0,DENVER,761529.0,382178.0,379352.0,622736.0,138793.0,71275.0,67515.0,310903.0,311837.0
2025.0,DOLORES,2045.0,1026.0,1017.0,1656.0,389.0,191.0,199.0,835.0,818.0
2025.0,DOUGLAS,391023.0,192963.0,198067.0,310347.0,80676.0,41223.0,39456.0,151740.0,158611.0
2025.0,EAGLE,57618.0,30000.0,27627.0,46516.0,11102.0,5651.0,5455.0,24349.0,22172.0
2025.0,EL PASO,778050.0,390910.0,387145.0,591959.0,186091.0,96306.0,89785.0,294604.0,297360.0
2025.0,ELBERT,29987.0,14803.0,15183.0,23653.0,6334.0,3206.0,3125.0,11597.0,12058.0
2025.0,FREMONT,48871.0,27997.0,20877.0,40656.0,8215.0,4182.0,4033.0,23815.0,16844.0
2025.0,GARFIELD,65827.0,33568.0,32255.0,51004.0,14823.0,7585.0,7239.0,25983.0,25016.0
2025.0,GILPIN,5775.0,2969.0,2800.0,4831.0,944.0,483.0,461.0,2486.0,2339.0
2025.0,GRAND,16293.0,8475.0,7826.0,13129.0,3164.0,1598.0,1567.0,6877.0,6259.0
2025.0,GUNNISON,17441.0,9264.0,8180.0,13967.0,3474.0,1815.0,1662.0,7449.0,6518.0
2025.0,HINSDALE,812.0,406.0,399.0,664.0,148.0,76.0,73.0,330.0,326.0
