year,county,total,male,female,over18,under19,under19_male,under19_female,over18_male,over18_female
2007.0,ELBERT,22480.0,11226.0,11259.0,16174.0,6306.0,3187.0,3117.0,8039.0,8142.0
2007.0,FREMONT,46662.0,26835.0,19816.0,37586.0,9076.0,4658.0,4411.0,22177.0,15405.0
2007.0,GARFIELD,52677.0,27105.0,25571.0,37847.0,14830.0,7666.0,7167.0,19439.0,18404.0
2007.0,GILPIN,4956.0,2624.0,2341.0,4017.0,939.0,483.0,458.0,2141.0,1883.0
2007.0,GRAND,14341.0,7616.0,6726.0,11262.0,3079.0,1578.0,1504.0,6038.0,5222.0
2007.0,GUNNISON,14950.0,7862.0,7091.0,11993.0,2957.0,1531.0,1426.0,6331.0,5665.0
2007.0,HINSDALE,847.0,438.0,406.0,685.0,162.0,88.0,74.0,350.0,332.0
2007.0,HUERFANO,7659.0,3861.0,3794.0,6169.0,1490.0,756.0,733.0,3105.0,3061.0
2007.0,JACKSON,1423.0,756.0,666.0,1141.0,282.0,137.0,145.0,619.0,521.0
2007.0,JEFFERSON,527121.0,261430.0,265691.0,398398.0,128723.0,66287.0,62438.0,195143.0,203253.0
2007.0,KIOWA,1472.0,704.0,767.0,1137.0,335.0,165.0,170.0,539.0,597.0
2007.0,KIT CARSON,7835.0,4304.0,3527.0,5916.0,1919.0,999.0,917.0,3305.0,2610.0
2007.0,LA PLATA,49151.0,24940.0,24211.0,38230.0,10921.0,5617.0,5304.0,19323.0,18907.0
2007.0,LAKE,7270.0,3914.0,3362.0,5325.0,1945.0,986.0,956.0,2928.0,2406.0
2007.0,LARIMER,286752.0,142424.0,144327.0,218831.0,67921.0,34652.0,33265.0,107772.0,111062.0
2007.0,LAS ANIMAS,15525.0,7881.0,7648.0,11962.0,3563.0,1798.0,1766.0,6083.0,5882.0
2007.0,LINCOLN,5570.0,3246.0,2322.0,4424.0,1146.0,590.0,555.0,2656.0,1767.0
2007.0,LOGAN,22402.0,12517.0,9891.0,17337.0,5065.0,2655.0,2412.0,9862.0,7479.0
2007.0,MESA,137389.0,67916.0,69471.0,102904.0,34485.0,17579.0,16906.0,50337.0,52565.0
2007.0,MINERAL,808.0,411.0,397.0,687.0,121.0,73.0,46.0,338.0,351.0
2007.0,MOFFAT,13273.0,6815.0,6456.0,9510.0,3763.0,1977.0,1788.0,4838.0,4668.0
2007.0,MONTEZUMA,25184.0,12422.0,12759.0,18705.0,6479.0,3374.0,3105.0,9048.0,9654.0
2007.0,MONTROSE,39129.0,19199.0,19927.0,28881.0,10248.0,5247.0,5002.0,13952.0,14925.0
2007.0,MORGAN,27849.0,13757.0,14091.0,19515.0,8334.0,4244.0,4087.0,9513.0,10004.0
2007.0,OTERO,18941.0,9278.0,9653.0,13922.0,5019.0,2611.0,2406.0,6667.0,7247.0
2007.0,OURAY,4275.0,2138.0,2136.0,3416.0,859.0,444.0,416.0,1694.0,1720.0
2007.0,PARK,16337.0,8513.0,7820.0,12848.0,3489.0,1807.0,1680.0,6706.0,6140.0
2007.0,PHILLIPS,4484.0,2189.0,2293.0,3278.0,1206.0,592.0,612.0,1597.0,1681.0
2007.0,PITKIN,16235.0,8668.0,7571.0,13380.0,2855.0,1503.0,1353.0,7165.0,6218.0
2007.0,PROWERS,12777.0,6344.0,6431.0,9024.0,3753.0,1950.0,1803.0,4394.0,4628.0
2007.0,PUEBLO,154759.0,75996.0,78765.0,114073.0,40686.0,21019.0,19667.0,54977.0,59098.0
2007.0,RIO BLANCO,6090.0,3122.0,2965.0,4590.0,1500.0,784.0,714.0,2338.0,2251.0
2007.0,RIO GRANDE,12166.0,6017.0,6152.0,8924.0,3242.0,1643.0,1598.0,4374.0,4554.0
2007.0,ROUTT,22410.0,11971.0,10441.0,17391.0,5019.0,2601.0,2423.0,9370.0,8018.0
2007.0,SAGUACHE,6153.0,3115.0,3046.0,4554.0,1599.0,797.0,799.0,2318.0,2247.0
2007.0,SAN JUAN,689.0,369.0,320.0,568.0,121.0,64.0,52.0,305.0,268.0
2007.0,SAN MIGUEL,7276.0,3969.0,3313.0,5881.0,1395.0,712.0,681.0,3257.0,2632.0
2007.0,SEDGWICK,2425.0,1178.0,1233.0,1913.0,512.0,259.0,247.0,919.0,986.0
2007.0,SUMMIT,27168.0,15364.0,11798.0,22325.0,4843.0,2532.0,2310.0,12832.0,9488.0
2007.0,TELLER,23167.0,11770.0,11393.0,17741.0,5426.0,2859.0,2565.0,8911.0,8828.0
2007.0,WASHINGTON,4925.0,2512.0,2413.0,3691.0,1234.0,638.0,596.0,1874.0,1817.0
2007.0,WELD,238279.0,119096.0,119182.0,167778.0,70501.0,36038.0,34463.0,83058.0,84719.0
2007.0,YUMA,9882.0,4876.0,5005.0,7153.0,2729.0,1347.0,1381.0,3529.0,3624.0
2008.0,ADAMS,425134.0,214227.0,210906.0,296996.0,128138.0,65597.0,62539.0,148630.0,148367.0
2008.0,ALAMOSA,15345.0,7641.0,7705.0,11224.0,4121.0,2116.0,2004.0,5525.0,5701.0
2008.0,ARAPAHOE,556252.0,272586.0,283661.0,404721.0,151531.0,77778.0,73752.0,194808.0,209909.0
2008.0,ARCHULETA,12070.0,6101.0,5976.0,9456.0,2614.0,1365.0,1248.0,4736.0,4728.0
2008.0,BACA,3903.0,1940.0,1968.0,3047.0,856.0,451.0,406.0,1489.0,1562.0
2008.0,BENT,6010.0,3873.0,2144.0,4897.0,1113.0,557.0,560.0,3316.0,1584.0
2008.0,BOULDER,291826.0,146395.0,145430.0,223643.0,68183.0,34724.0,33459.0,111671.0,111971.0
2008.0,BROOMFIELD,54399.0,27024.0,27375.0,39028.0,15371.0,7794.0,7577.0,19230.0,19798.0
2008.0,CHAFFEE,17399.0,9233.0,8176.0,14231.0,3168.0,1601.0,1566.0,7632.0,6610.0
2008.0,CHEYENNE,1903.0,964.0,947.0,1430.0,473.0,242.0,234.0,722.0,713.0
2008.0,CLEAR CREEK,9294.0,4820.0,4473.0,7557.0,1737.0,883.0,853.0,3937.0,3620.0
2008.0,CONEJOS,8383.0,4149.0,4239.0,5836.0,2547.0,1239.0,1307.0,2910.0,2932.0
2008.0,COSTILLA,3614.0,1847.0,1760.0,2781.0,833.0,445.0,384.0,1402.0,1376.0
2008.0,CROWLEY,5890.0,4148.0,1741.0,5005.0,885.0,451.0,434.0,3697.0,1307.0
2008.0,CUSTER,4119.0,2115.0,2006.0,3333.0,786.0,390.0,394.0,1725.0,1612.0
2008.0,DELTA,30340.0,15249.0,15094.0,23180.0,7160.0,3690.0,3473.0,11559.0,11621.0
2008.0,DENVER,581905.0,291523.0,290373.0,448331.0,133574.0,67884.0,65690.0,223639.0,224683.0
2008.0,DOLORES,2074.0,1058.0,1023.0,1616.0,458.0,233.0,226.0,825.0,797.0
2008.0,DOUGLAS,276743.0,137135.0,139607.0,187436.0,89307.0,45608.0,43698.0,91527.0,95909.0
2008.0,EAGLE,50301.0,26954.0,23355.0,37473.0,12828.0,6573.0,6259.0,20381.0,17096.0
2008.0,EL PASO,599064.0,298050.0,301011.0,431932.0,167132.0,85918.0,81216.0,212132.0,219795.0
2008.0,ELBERT,22664.0,11310.0,11358.0,16406.0,6258.0,3168.0,3092.0,8142.0,8266.0
2008.0,FREMONT,46777.0,26907.0,19864.0,37853.0,8924.0,4568.0,4354.0,22339.0,15510.0
2008.0,GARFIELD,54228.0,27925.0,26297.0,38939.0,15289.0,7935.0,7352.0,19990.0,18945.0
2008.0,GILPIN,5084.0,2677.0,2409.0,4142.0,942.0,481.0,461.0,2196.0,1948.0
2008.0,GRAND,14531.0,7750.0,6783.0,11416.0,3115.0,1595.0,1519.0,6155.0,5264.0
2008.0,GUNNISON,15138.0,7815.0,7318.0,12173.0,2965.0,1534.0,1428.0,6281.0,5890.0
2008.0,HINSDALE,825.0,422.0,406.0,661.0,164.0,88.0,76.0,334.0,330.0
2008.0,HUERFANO,7676.0,3851.0,3835.0,6212.0,1464.0,746.0,722.0,3105.0,3113.0
2008.0,JACKSON,1384.0,741.0,645.0,1117.0,267.0,126.0,143.0,615.0,502.0
2008.0,JEFFERSON,530564.0,263062.0,267497.0,402141.0,128423.0,66087.0,62333.0,196975.0,205164.0
2008.0,KIOWA,1430.0,689.0,746.0,1110.0,320.0,165.0,157.0,524.0,589.0
2008.0,KIT CARSON,8042.0,4458.0,3583.0,6113.0,1929.0,1000.0,932.0,3458.0,2651.0
2008.0,LA PLATA,50074.0,25429.0,24648.0,38938.0,11136.0,5753.0,5384.0,19676.0,19264.0
2008.0,LAKE,7270.0,3908.0,3362.0,5350.0,1920.0,970.0,947.0,2938.0,2415.0
2008.0,LARIMER,292389.0,145010.0,147381.0,223854.0,68535.0,34911.0,33627.0,110099.0,113754.0
2008.0,LAS ANIMAS,15487.0,7871.0,7615.0,11978.0,3509.0,1758.0,1751.0,6113.0,5864.0
2008.0,LINCOLN,5517.0,3214.0,2310.0,4356.0,1161.0,584.0,576.0,2630.0,1734.0
2008.0,LOGAN,22320.0,12576.0,9751.0,17384.0,4936.0,2594.0,2343.0,9982.0,7408.0
2008.0,MESA,140678.0,69591.0,71093.0,105422.0,35256.0,17991.0,17265.0,51600.0,53828.0
2008.0,MINERAL,769.0,378.0,381.0,664.0,105.0,64.0,38.0,314.0,343.0
2008.0,MOFFAT,13443.0,6885.0,6562.0,9633.0,3810.0,1987.0,1824.0,4898.0,4738.0
2008.0,MONTEZUMA,25197.0,12435.0,12765.0,18827.0,6370.0,3313.0,3056.0,9122.0,9709.0
2008.0,MONTROSE,39947.0,19605.0,20343.0,29560.0,10387.0,5334.0,5052.0,14271.0,15291.0
2008.0,MORGAN,27742.0,13683.0,14065.0,19470.0,8272.0,4214.0,4062.0,9469.0,10003.0
2008.0,OTERO,18854.0,9207.0,9644.0,13877.0,4977.0,2593.0,2384.0,6614.0,7260.0
2008.0,OURAY,4407.0,2206.0,2206.0,3537.0,870.0,445.0,429.0,1761.0,1777.0
2008.0,PARK,16277.0,8505.0,7772.0,12882.0,3395.0,1771.0,1625.0,6734.0,6147.0
2008.0,PHILLIPS,4449.0,2158.0,2290.0,3261.0,1188.0,577.0,611.0,1581.0,1679.0
2008.0,PITKIN,16674.0,8865.0,7801.0,13672.0,3002.0,1574.0,1424.0,7291.0,6377.0
2008.0,PROWERS,12687.0,6273.0,6411.0,9016.0,3671.0,1911.0,1761.0,4362.0,4650.0
2008.0,PUEBLO,156250.0,76680.0,79567.0,115265.0,40985.0,21192.0,19792.0,55488.0,59775.0
2008.0,RIO BLANCO,6161.0,3162.0,2994.0,4647.0,1514.0,796.0,719.0,2366.0,2275.0
2008.0,RIO GRANDE,12106.0,6003.0,6109.0,8902.0,3204.0,1635.0,1571.0,4368.0,4538.0
2008.0,ROUTT,22934.0,12213.0,10720.0,17830.0,5104.0,2632.0,2471.0,9581.0,8249.0
2008.0,SAGUACHE,6181.0,3138.0,3044.0,4608.0,1573.0,782.0,790.0,2356.0,2254.0
2008.0,SAN JUAN,700.0,390.0,310.0,576.0,124.0,63.0,59.0,327.0,251.0
2008.0,SAN MIGUEL,7306.0,3969.0,3335.0,5878.0,1428.0,730.0,697.0,3239.0,2638.0
2008.0,SEDGWICK,2422.0,1185.0,1231.0,1919.0,503.0,257.0,246.0,928.0,985.0
2008.0,SUMMIT,27463.0,15361.0,12099.0,22490.0,4973.0,2593.0,2381.0,12768.0,9718.0
2008.0,TELLER,23103.0,11759.0,11344.0,17843.0,5260.0,2760.0,2498.0,8999.0,8846.0
2008.0,WASHINGTON,4802.0,2458.0,2341.0,3622.0,1180.0,615.0,566.0,1843.0,1775.0
2008.0,WELD,244115.0,121999.0,122117.0,171841.0,72274.0,36960.0,35313.0,85039.0,86804.0
2008.0,YUMA,9895.0,4896.0,4998.0,7162.0,2733.0,1354.0,1381.0,3542.0,3617.0
2009.0,ADAMS,436321.0,219694.0,216628.0,305311.0,131010.0,67082.0,63929.0,152612.0,152699.0
2009.0,ALAMOSA,15305.0,7651.0,7652.0,11211.0,4094.0,2097.0,1997.0,5554.0,5655.0
2009.0,ARAPAHOE,566477.0,277645.0,288839.0,412877.0,153600.0,78780.0,74822.0,198865.0,214017.0
2009.0,ARCHULETA,11900.0,6033.0,5868.0,9385.0,2515.0,1318.0,1195.0,4715.0,4673.0
2009.0,BACA,3816.0,1893.0,1916.0,2976.0,840.0,438.0,401.0,1455.0,1515.0
2009.0,BENT,6484.0,4230.0,2244.0,5334.0,1150.0,578.0,574.0,3652.0,1670.0
2009.0,BOULDER,293641.0,147379.0,146261.0,225754.0,67887.0,34617.0,33271.0,112762.0,112990.0
2009.0,BROOMFIELD,55378.0,27491.0,27893.0,39988.0,15390.0,7811.0,7581.0,19680.0,20312.0
2009.0,CHAFFEE,17603.0,9328.0,8276.0,14459.0,3144.0,1586.0,1553.0,7742.0,6723.0
2009.0,CHEYENNE,1829.0,919.0,910.0,1391.0,438.0,221.0,220.0,698.0,690.0
2009.0,CLEAR CREEK,9064.0,4712.0,4355.0,7392.0,1672.0,853.0,819.0,3859.0,3536.0
2009.0,CONEJOS,8211.0,4059.0,4143.0,5749.0,2462.0,1188.0,1271.0,2871.0,2872.0
2009.0,COSTILLA,3504.0,1789.0,1716.0,2722.0,782.0,423.0,361.0,1366.0,1355.0
2009.0,CROWLEY,5800.0,4120.0,1681.0,4953.0,847.0,434.0,413.0,3686.0,1268.0
2009.0,CUSTER,4165.0,2140.0,2023.0,3418.0,747.0,360.0,385.0,1780.0,1638.0
2009.0,DELTA,30628.0,15418.0,15203.0,23466.0,7162.0,3697.0,3463.0,11721.0,11740.0
2009.0,DENVER,595575.0,298058.0,297512.0,460145.0,135430.0,68712.0,66713.0,229346.0,230799.0
2009.0,DOLORES,2051.0,1037.0,1014.0,1605.0,446.0,224.0,218.0,813.0,796.0
2009.0,DOUGLAS,282161.0,139736.0,142430.0,191937.0,90224.0,46096.0,44130.0,93640.0,98300.0
2009.0,EAGLE,51522.0,27547.0,23972.0,38346.0,13176.0,6764.0,6408.0,20783.0,17564.0
2009.0,EL PASO,608519.0,302619.0,305895.0,440019.0,168500.0,86625.0,81873.0,215994.0,224022.0
2009.0,ELBERT,22892.0,11447.0,11442.0,16711.0,6181.0,3142.0,3040.0,8305.0,8402.0
2009.0,FREMONT,46637.0,26866.0,19773.0,37885.0,8752.0,4480.0,4274.0,22386.0,15499.0
2009.0,GARFIELD,55401.0,28565.0,26836.0,39786.0,15615.0,8120.0,7493.0,20445.0,19343.0
2009.0,GILPIN,5392.0,2843.0,2554.0,4410.0,982.0,510.0,473.0,2333.0,2081.0
2009.0,GRAND,14660.0,7802.0,6865.0,11533.0,3127.0,1610.0,1518.0,6192.0,5347.0
2009.0,GUNNISON,15269.0,8203.0,7061.0,12289.0,2980.0,1543.0,1435.0,6660.0,5626.0
2009.0,HINSDALE,828.0,434.0,402.0,674.0,154.0,84.0,74.0,350.0,328.0
2009.0,HUERFANO,6712.0,3341.0,3373.0,5435.0,1277.0,654.0,625.0,2687.0,2748.0
2009.0,JACKSON,1386.0,756.0,640.0,1111.0,275.0,135.0,143.0,621.0,497.0
2009.0,JEFFERSON,532604.0,264227.0,268376.0,405511.0,127093.0,65364.0,61729.0,198863.0,206647.0
2009.0,KIOWA,1393.0,660.0,730.0,1081.0,312.0,154.0,157.0,506.0,573.0
2009.0,KIT CARSON,8269.0,4612.0,3653.0,6319.0,1950.0,1008.0,942.0,3604.0,2711.0
2009.0,LA PLATA,50760.0,25811.0,24949.0,39544.0,11216.0,5808.0,5409.0,20003.0,19540.0
2009.0,LAKE,7174.0,3850.0,3321.0,5304.0,1870.0,940.0,928.0,2910.0,2393.0
2009.0,LARIMER,297501.0,147552.0,149943.0,228672.0,68829.0,35071.0,33756.0,112481.0,116187.0
2009.0,LAS ANIMAS,15478.0,7901.0,7571.0,12014.0,3464.0,1724.0,1740.0,6177.0,5831.0
2009.0,LINCOLN,5465.0,3176.0,2287.0,4332.0,1133.0,575.0,556.0,2601.0,1731.0
2009.0,LOGAN,22515.0,12759.0,9759.0,17621.0,4894.0,2579.0,2317.0,10180.0,7442.0
2009.0,MESA,144794.0,71778.0,73018.0,108607.0,36187.0,18477.0,17711.0,53301.0,55307.0
2009.0,MINERAL,712.0,346.0,365.0,619.0,93.0,57.0,35.0,289.0,330.0
2009.0,MOFFAT,13540.0,6935.0,6606.0,9717.0,3823.0,2009.0,1815.0,4926.0,4791.0
2009.0,MONTEZUMA,25362.0,12507.0,12857.0,19067.0,6295.0,3277.0,3020.0,9230.0,9837.0
2009.0,MONTROSE,40685.0,20001.0,20680.0,30154.0,10531.0,5425.0,5107.0,14576.0,15573.0
2009.0,MORGAN,28027.0,13815.0,14215.0,19770.0,8257.0,4203.0,4052.0,9612.0,10163.0
2009.0,OTERO,18847.0,9230.0,9612.0,13913.0,4934.0,2580.0,2354.0,6650.0,7258.0
2009.0,OURAY,4372.0,2209.0,2163.0,3543.0,829.0,427.0,401.0,1782.0,1762.0
2009.0,PARK,15965.0,8358.0,7610.0,12713.0,3252.0,1700.0,1553.0,6658.0,6057.0
2009.0,PHILLIPS,4461.0,2189.0,2268.0,3290.0,1171.0,579.0,592.0,1610.0,1676.0
2009.0,PITKIN,17056.0,9020.0,8035.0,13976.0,3080.0,1604.0,1474.0,7416.0,6561.0
2009.0,PROWERS,12577.0,6221.0,6349.0,8950.0,3627.0,1892.0,1734.0,4329.0,4615.0
2009.0,PUEBLO,157323.0,77299.0,80029.0,116286.0,41037.0,21239.0,19798.0,56060.0,60231.0
2009.0,RIO BLANCO,6316.0,3255.0,3063.0,4729.0,1587.0,832.0,753.0,2423.0,2310.0
2009.0,RIO GRANDE,11996.0,5954.0,6034.0,8843.0,3153.0,1611.0,1541.0,4343.0,4493.0
2009.0,ROUTT,23325.0,12414.0,10911.0,18205.0,5120.0,2641.0,2480.0,9773.0,8431.0
2009.0,SAGUACHE,6128.0,3112.0,3019.0,4620.0,1508.0,749.0,758.0,2363.0,2261.0
2009.0,SAN JUAN,681.0,356.0,330.0,568.0,113.0,65.0,49.0,291.0,281.0
2009.0,SAN MIGUEL,7271.0,3962.0,3305.0,5824.0,1447.0,741.0,708.0,3221.0,2597.0
2009.0,SEDGWICK,2379.0,1169.0,1207.0,1886.0,493.0,253.0,241.0,916.0,966.0
2009.0,SUMMIT,27780.0,15370.0,12408.0,22741.0,5039.0,2620.0,2419.0,12750.0,9989.0
2009.0,TELLER,23201.0,11825.0,11386.0,18083.0,5118.0,2710.0,2412.0,9115.0,8974.0
2009.0,WASHINGTON,4777.0,2440.0,2334.0,3602.0,1175.0,600.0,575.0,1840.0,1759.0
2009.0,WELD,248959.0,124494.0,124469.0,175436.0,73523.0,37595.0,35929.0,86899.0,88540.0
2009.0,YUMA,10032.0,4966.0,5066.0,7248.0,2784.0,1369.0,1411.0,3597.0,3655.0
2010.0,ADAMS,443711.0,223239.0,220472.0,311167.0,132544.0,67901.0,64643.0,155338.0,155829.0
2010.0,ALAMOSA,15474.0,7757.0,7717.0,11351.0,4123.0,2107.0,2016.0,5650.0,5701.0
2010.0,ARAPAHOE,574819.0,281798.0,293021.0,419664.0,155155.0,79586.0,75569.0,202212.0,217452.0
2010.0,ARCHULETA,12060.0,6080.0,5980.0,9533.0,2527.0,1331.0,1196.0,4749.0,4784.0
2010.0,BACA,3795.0,1878.0,1917.0,2933.0,862.0,444.0,418.0,1434.0,1499.0
2010.0,BENT,6506.0,4267.0,2239.0,5357.0,1149.0,577.0,572.0,3690.0,1667.0
2010.0,BOULDER,295605.0,148439.0,147166.0,227394.0,68211.0,34800.0,33411.0,113639.0,113755.0
2010.0,BROOMFIELD,56107.0,27847.0,28260.0,40748.0,15359.0,7797.0,7562.0,20050.0,20698.0
2010.0,CHAFFEE,17797.0,9440.0,8357.0,14646.0,3151.0,1603.0,1548.0,7837.0,6809.0
2010.0,CHEYENNE,1834.0,906.0,928.0,1362.0,472.0,236.0,236.0,670.0,692.0
2010.0,CLEAR CREEK,9155.0,4769.0,4386.0,7504.0,1651.0,848.0,803.0,3921.0,3583.0
2010.0,CONEJOS,8282.0,4106.0,4176.0,5797.0,2485.0,1206.0,1279.0,2900.0,2897.0
2010.0,COSTILLA,3532.0,1821.0,1711.0,2753.0,779.0,423.0,356.0,1398.0,1355.0
2010.0,CROWLEY,5838.0,4165.0,1673.0,4985.0,853.0,444.0,409.0,3721.0,1264.0
2010.0,CUSTER,4272.0,2200.0,2072.0,3517.0,755.0,367.0,388.0,1833.0,1684.0
2010.0,DELTA,30889.0,15552.0,15337.0,23681.0,7208.0,3724.0,3484.0,11828.0,11853.0
2010.0,DENVER,604879.0,302458.0,302421.0,468028.0,136851.0,69403.0,67448.0,233055.0,234973.0
2010.0,DOLORES,2060.0,1056.0,1004.0,1580.0,480.0,242.0,238.0,814.0,766.0
2010.0,DOUGLAS,287124.0,142097.0,145027.0,196458.0,90666.0,46396.0,44270.0,95701.0,100757.0
2010.0,EAGLE,52057.0,27729.0,24328.0,38709.0,13348.0,6826.0,6522.0,20903.0,17806.0
2010.0,EL PASO,627232.0,312662.0,314570.0,454403.0,172829.0,88908.0,83921.0,223754.0,230649.0
2010.0,ELBERT,23107.0,11558.0,11549.0,16945.0,6162.0,3133.0,3029.0,8425.0,8520.0
2010.0,FREMONT,46854.0,27035.0,19819.0,38160.0,8694.0,4456.0,4238.0,22579.0,15581.0
2010.0,GARFIELD,56150.0,28986.0,27164.0,40308.0,15842.0,8250.0,7592.0,20736.0,19572.0
2010.0,GILPIN,5463.0,2892.0,2571.0,4455.0,1008.0,522.0,486.0,2370.0,2085.0
2010.0,GRAND,14790.0,7897.0,6893.0,11646.0,3144.0,1606.0,1538.0,6291.0,5355.0
2010.0,GUNNISON,15309.0,8296.0,7013.0,12306.0,3003.0,1552.0,1451.0,6744.0,5562.0
2010.0,HINSDALE,843.0,443.0,400.0,674.0,169.0,96.0,73.0,347.0,327.0
2010.0,HUERFANO,6655.0,3305.0,3350.0,5405.0,1250.0,640.0,610.0,2665.0,2740.0
2010.0,JACKSON,1387.0,727.0,660.0,1101.0,286.0,139.0,147.0,588.0,513.0
2010.0,JEFFERSON,535651.0,265908.0,269743.0,409728.0,125923.0,64767.0,61156.0,201141.0,208587.0
2010.0,KIOWA,1399.0,687.0,712.0,1060.0,339.0,173.0,166.0,514.0,546.0
2010.0,KIT CARSON,8267.0,4634.0,3633.0,6332.0,1935.0,984.0,951.0,3650.0,2682.0
2010.0,LA PLATA,51441.0,26192.0,25249.0,40156.0,11285.0,5838.0,5447.0,20354.0,19802.0
2010.0,LAKE,7282.0,3883.0,3399.0,5370.0,1912.0,962.0,950.0,2921.0,2449.0
2010.0,LARIMER,300532.0,149118.0,151414.0,231761.0,68771.0,35026.0,33745.0,114092.0,117669.0
2010.0,LAS ANIMAS,15407.0,7899.0,7508.0,11991.0,3416.0,1706.0,1710.0,6193.0,5798.0
2010.0,LINCOLN,5474.0,3161.0,2313.0,4290.0,1184.0,609.0,575.0,2552.0,1738.0
2010.0,LOGAN,22293.0,12698.0,9595.0,17484.0,4809.0,2545.0,2264.0,10153.0,7331.0
2010.0,MESA,147155.0,73073.0,74082.0,110477.0,36678.0,18711.0,17967.0,54362.0,56115.0
2010.0,MINERAL,705.0,370.0,335.0,591.0,114.0,68.0,46.0,302.0,289.0
2010.0,MOFFAT,13806.0,7055.0,6751.0,9886.0,3920.0,2056.0,1864.0,4999.0,4887.0
2010.0,MONTEZUMA,25532.0,12606.0,12926.0,19254.0,6278.0,3265.0,3013.0,9341.0,9913.0
2010.0,MONTROSE,41188.0,20276.0,20912.0,30565.0,10623.0,5481.0,5142.0,14795.0,15770.0
2010.0,MORGAN,28196.0,13902.0,14294.0,19951.0,8245.0,4173.0,4072.0,9729.0,10222.0
2010.0,OTERO,18838.0,9218.0,9620.0,13904.0,4934.0,2576.0,2358.0,6642.0,7262.0
2010.0,OURAY,4446.0,2240.0,2206.0,3591.0,855.0,438.0,417.0,1802.0,1789.0
2010.0,PARK,16262.0,8521.0,7741.0,12987.0,3275.0,1704.0,1571.0,6817.0,6170.0
2010.0,PHILLIPS,4465.0,2186.0,2279.0,3271.0,1194.0,587.0,607.0,1599.0,1672.0
2010.0,PITKIN,17156.0,9097.0,8059.0,14013.0,3143.0,1619.0,1524.0,7478.0,6535.0
2010.0,PROWERS,12531.0,6191.0,6340.0,8940.0,3591.0,1885.0,1706.0,4306.0,4634.0
2010.0,PUEBLO,159496.0,78439.0,81057.0,118211.0,41285.0,21347.0,19938.0,57092.0,61119.0
2010.0,RIO BLANCO,6617.0,3398.0,3219.0,4904.0,1713.0,896.0,817.0,2502.0,2402.0
2010.0,RIO GRANDE,12001.0,5959.0,6042.0,8810.0,3191.0,1633.0,1558.0,4326.0,4484.0
2010.0,ROUTT,23439.0,12457.0,10982.0,18308.0,5131.0,2648.0,2483.0,9809.0,8499.0
2010.0,SAGUACHE,6144.0,3140.0,3004.0,4646.0,1498.0,739.0,759.0,2401.0,2245.0
2010.0,SAN JUAN,709.0,394.0,315.0,573.0,136.0,87.0,49.0,307.0,266.0
2010.0,SAN MIGUEL,7356.0,3989.0,3367.0,5852.0,1504.0,778.0,726.0,3211.0,2641.0
2010.0,SEDGWICK,2367.0,1159.0,1208.0,1872.0,495.0,251.0,244.0,908.0,964.0
2010.0,SUMMIT,28073.0,15405.0,12668.0,22940.0,5133.0,2648.0,2485.0,12757.0,10183.0
2010.0,TELLER,23441.0,11926.0,11515.0,18400.0,5041.0,2668.0,2373.0,9258.0,9142.0
2010.0,WASHINGTON,4815.0,2457.0,2358.0,3626.0,1189.0,609.0,580.0,1848.0,1778.0
2010.0,WELD,254230.0,127175.0,127055.0,179488.0,74742.0,38212.0,36530.0,88963.0,90525.0
2010.0,YUMA,10032.0,4975.0,5057.0,7243.0,2789.0,1366.0,1423.0,3609.0,3634.0
2011.0,ADAMS,452184.0,227458.0,224728.0,317642.0,134542.0,68862.0,65681.0,158596.0,159047.0
2011.0,ALAMOSA,15525.0,7779.0,7740.0,11329.0,4196.0,2169.0,2018.0,5610.0,5722.0
2011.0,ARAPAHOE,585817.0,287353.0,298466.0,429428.0,156389.0,80103.0,76289.0,207250.0,222177.0
2011.0,ARCHULETA,11957.0,6025.0,5929.0,9469.0,2488.0,1308.0,1178.0,4717.0,4751.0
2011.0,BACA,3758.0,1867.0,1897.0,2918.0,840.0,431.0,408.0,1436.0,1489.0
2011.0,BENT,6356.0,4158.0,2203.0,5232.0,1124.0,573.0,554.0,3585.0,1649.0
2011.0,BOULDER,300524.0,150909.0,149614.0,231702.0,68822.0,35077.0,33743.0,115832.0,115871.0
2011.0,BROOMFIELD,57575.0,28591.0,28989.0,42024.0,15551.0,7881.0,7669.0,20710.0,21320.0
2011.0,CHAFFEE,17937.0,9510.0,8423.0,14776.0,3161.0,1609.0,1551.0,7901.0,6872.0
2011.0,CHEYENNE,1833.0,913.0,930.0,1372.0,461.0,231.0,229.0,682.0,701.0
2011.0,CLEAR CREEK,9028.0,4703.0,4337.0,7408.0,1620.0,828.0,792.0,3875.0,3545.0
2011.0,CONEJOS,8197.0,4066.0,4136.0,5789.0,2408.0,1164.0,1244.0,2902.0,2892.0
2011.0,COSTILLA,3520.0,1813.0,1696.0,2741.0,779.0,424.0,354.0,1389.0,1342.0
2011.0,CROWLEY,5831.0,4143.0,1691.0,4997.0,834.0,435.0,392.0,3708.0,1299.0
2011.0,CUSTER,4320.0,2216.0,2097.0,3566.0,754.0,358.0,379.0,1858.0,1718.0
2011.0,DELTA,30435.0,15314.0,15118.0,23470.0,6965.0,3573.0,3393.0,11741.0,11725.0
2011.0,DENVER,620228.0,310277.0,309953.0,481676.0,138552.0,70411.0,68141.0,239866.0,241812.0
2011.0,DOLORES,2053.0,1056.0,1011.0,1574.0,479.0,242.0,237.0,814.0,774.0
